st,rptdate,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c15,c16,c17,c18,c19,c21,c22,c23,c24,c25,c27,c29,c30,c31,c32,c33,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51
IA,3/31/2021,8072,47,573,27,0,1,14,0,0,0,0,170539,1681,8031,0,0,460,10,20,0,0,97,0,0,154864,134215,540,266,49,49726240,45480484,176099,105173,24197,6044,1,0,218,3,0,29,0,0,0,0,0
IA,4/30/2021,1818,86,127,10,1,2,4,0,0,0,0,95146,1387,5595,0,0,319,2,14,0,0,111,0,0,83326,76622,314,171,26,27979068,26581318,104204,70624,12738,2261,0,0,90,0,0,2,0,0,0,0,0
IA,5/31/2021,1358,49,114,6,0,1,0,0,0,0,0,84756,1753,4940,0,0,263,6,15,0,0,89,0,0,76601,70457,198,89,21,25420417,24131886,69482,37075,10444,2186,0,0,61,0,1,2,0,0,0,0,0
IA,6/30/2021,682,24,47,5,0,0,0,0,0,0,0,76356,1490,4703,0,0,318,4,25,0,0,64,0,0,52060,48874,153,71,15,17558514,16878119,50776,30383,7426,948,0,0,27,1,0,2,0,0,0,0,0
IA,7/31/2021,93,37,5,1,0,0,0,0,0,0,0,21342,1020,1346,0,0,98,4,6,0,0,22,9,0,3434,3222,14,2,5,1150242,1109225,4804,532,2405,85,0,0,15,0,0,0,0,0,0,0,0
IA,8/31/2021,37,16,3,0,0,0,0,0,0,0,0,11410,950,879,0,0,65,5,3,0,0,21,0,0,1652,1531,4,0,0,610498,586587,460,0,0,46,0,0,5,0,0,0,0,0,0,0,0
IA,9/30/2021,15,7,1,0,0,0,0,0,0,0,0,4407,415,246,0,0,17,2,0,0,0,0,2,0,964,866,20,0,0,355792,335173,3091,0,0,16,0,0,4,0,0,0,0,0,0,0,0
IA,10/31/2021,16,3,2,0,0,0,0,0,0,0,0,2568,24,166,0,0,19,0,0,0,0,0,0,0,439,367,0,0,0,172088,162070,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
IA,11/30/2021,3,0,3,0,0,0,0,0,0,0,0,2031,607,78,0,0,23,0,0,0,0,0,0,0,175,168,0,0,0,102146,100029,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0
IA,12/31/2021,9,2,1,0,0,0,0,0,0,0,0,1674,33,58,0,0,21,26,0,0,0,0,0,0,168,148,0,0,0,66825,63334,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0
IA,1/31/2022,2,1,0,0,0,0,0,0,0,0,0,1544,23,95,0,0,3,0,0,0,0,25,0,0,117,108,0,0,0,48722,48369,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0
IA,2/28/2022,5,1,0,0,0,0,0,0,0,0,0,541,63,10,0,0,0,0,0,0,0,0,0,0,65,65,0,0,0,30060,30060,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
IA,3/31/2022,1,0,0,0,0,0,0,0,0,0,0,487,58,20,0,0,0,0,0,0,0,0,0,0,38,35,0,0,0,18436,17972,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
IA,4/30/2022,1,0,0,0,0,0,0,0,0,0,0,322,21,4,0,0,6,0,0,0,0,0,0,0,50,50,0,0,0,26490,26490,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
IA,5/31/2022,0,0,0,0,0,0,0,0,0,0,0,188,62,0,0,0,33,0,0,0,0,0,0,0,12,12,0,0,0,17091,17091,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
IA,6/30/2022,4,0,0,0,0,0,0,0,0,0,0,258,53,0,0,0,0,0,0,0,0,0,0,0,47,47,0,0,0,27150,27150,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0
IA,7/31/2022,4,0,0,0,0,0,0,0,0,0,0,263,11,0,0,0,0,0,0,0,0,0,0,0,51,51,0,0,0,38641,38641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IA,8/31/2022,3,0,0,0,0,0,0,0,0,0,0,151,2,0,0,0,0,0,0,0,0,0,0,0,32,29,0,0,0,41230,40588,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
IA,9/30/2022,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8568,8234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IA,10/31/2022,5,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,0,0,30981,30790,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
IA,11/30/2022,4,0,0,0,0,0,0,0,0,0,0,48,1,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,19769,19769,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
IA,12/31/2022,1,0,0,0,0,0,0,0,0,0,0,12,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4030,4030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IA,1/31/2023,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1093,1093,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
IA,2/28/2023,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IA,3/31/2023,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IA,4/30/2023,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3904,3904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IA,5/31/2023,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IA,6/30/2023,1,1,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IA,7/31/2023,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IA,8/31/2023,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IA,9/30/2023,1,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IA,10/31/2023,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5764,5764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IA,11/30/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IA,12/31/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IA,1/31/2024,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IA,2/29/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IA,3/31/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IA,4/30/2024,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IA,5/31/2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IA,6/30/2024,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IA,7/31/2024,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID,4/30/2020,17,3,0,1,0,0,0,0,0,0,0,4204,4,155,0,0,81,0,11,0,0,0,0,0,100,95,0,0,0,38259,37101,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0
ID,5/31/2020,3143,81,74,51,13,13,3,0,0,0,0,9408,27,349,0,0,135,0,21,0,0,3,0,0,12168,11450,238,238,0,3913636,3774669,88974,88974,0,2653,53,0,0,0,0,0,0,0,0,0,0
ID,6/30/2020,3371,90,80,5,1,1,2,0,0,0,0,15974,228,550,0,0,93,0,32,0,0,16,0,0,17932,16480,155,135,20,5381547,5113069,59351,50845,8506,3156,11,4,215,2,0,0,0,0,0,0,0
ID,7/31/2020,2826,82,66,4,3,3,3,0,0,0,0,20266,237,670,0,0,81,1,6,0,0,22,0,0,21015,19101,123,101,22,5877303,5549515,46659,37011,9648,2299,6,3,706,7,0,0,0,0,0,0,0
ID,8/31/2020,3649,93,80,4,0,0,3,0,0,0,0,28409,271,889,0,0,53,2,4,0,0,31,0,0,29719,26984,86,60,26,8223791,7736922,33579,22243,11336,3470,5,3,964,10,0,0,0,0,0,0,0
ID,9/30/2020,2335,105,58,3,1,0,2,0,0,0,0,25752,365,868,0,0,29,9,0,0,0,24,0,0,26640,23236,52,28,24,7353915,6754984,21337,11073,10264,1850,2,2,1394,3,3,0,0,0,0,0,0
ID,10/31/2020,1553,82,36,6,4,2,0,0,0,0,0,21930,632,684,0,0,26,5,0,0,0,21,0,0,22536,19152,44,23,21,6238997,5645948,18152,8930,9222,1060,3,0,1273,2,2,0,0,0,0,0,0
ID,11/30/2020,1470,65,31,19,5,3,0,0,0,0,0,21037,1302,696,0,0,92,6,8,0,0,16,2,0,21418,17878,121,107,14,6007443,5378036,48898,42626,6272,1051,23,0,2274,1,1,0,0,0,0,0,0
ID,12/31/2020,960,71,21,14,1103,0,0,0,0,0,0,12967,1775,354,0,0,142,9,9,0,0,6,3,0,13031,10417,153,147,6,3593917,3142434,62261,59573,2688,793,12,0,1165,3,2,0,0,0,0,0,0
ID,1/31/2021,1123,313,22,25,3,3,0,0,0,0,0,16598,1449,449,0,0,150,0,20,0,0,4,3,0,16846,13573,172,168,4,4670686,4113446,70455,68663,1792,1090,26,0,366,0,0,0,0,0,0,0,0
ID,2/28/2021,1131,106,29,31,1,1,1,0,0,0,0,26284,1438,768,0,0,197,3,24,0,0,0,2,0,27468,23505,243,243,0,7763156,7063488,94443,94443,0,979,32,0,545,3,0,0,0,0,0,0,0
ID,3/31/2021,1112,101,28,20,4,4,0,0,0,0,0,28731,2466,915,0,0,239,7,28,0,0,1,3,0,30159,26321,283,282,1,8496696,7840145,109086,108638,448,923,27,135,135,1,0,0,0,0,0,0,0
ID,4/30/2021,804,92,24,22,2,1,1,0,0,0,0,22391,2107,705,0,0,211,8,24,0,0,4,3,0,24203,21590,276,272,4,7138414,6635352,106745,104953,1792,797,20,1,84,4,0,0,0,0,0,0,0
ID,5/31/2021,500,39,15,3,0,0,0,0,0,0,0,22231,1654,747,0,0,177,2,20,0,0,5,3,0,22763,20731,211,206,5,6799726,6418461,79471,77231,2240,525,4,0,36,0,0,0,0,0,0,0,0
ID,6/30/2021,261,35,8,0,0,0,0,0,0,0,0,125950,1440,427,0,0,89,2,3,0,0,3,5,0,14541,13333,97,94,3,4337882,4111666,35492,34148,1344,237,0,0,70,1,0,0,0,0,0,0,0
ID,7/31/2021,39,22,2,1,0,0,0,0,0,0,0,28,1118,3,0,0,0,1,0,0,0,0,6,0,1035,890,5,5,0,283142,252730,1822,1822,0,23,1,0,36,0,0,0,0,0,0,0,0
ID,8/31/2021,19,11,0,0,0,0,0,0,0,0,0,22,851,0,0,0,4,0,0,0,0,6,0,0,646,507,2,2,0,173878,149005,660,660,0,11,0,0,2,0,0,0,0,0,0,0,0
ID,9/30/2021,11,5,1,0,0,0,0,0,0,0,0,1,379,0,0,0,0,1,0,0,0,0,2,0,362,321,1,1,0,94114,87527,362,362,0,15,0,0,3,0,0,0,0,0,0,0,0
ID,10/31/2021,3,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,91,84,3,3,0,25250,24075,1312,1312,0,1,0,0,3,0,0,0,0,0,0,0,0
ID,11/30/2021,15,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,109,91,0,0,0,26920,22790,0,0,0,12,0,0,2,0,0,0,0,0,0,0,0
ID,12/31/2021,5,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,138,119,0,0,0,36725,33355,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0
ID,1/31/2022,4,1,1,0,1,1,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,102,85,0,0,0,25530,23006,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0
ID,2/28/2022,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,124,113,0,0,0,22160,20630,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0
ID,3/31/2022,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,25,0,0,0,7418,6450,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0
ID,4/30/2022,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,36,30,0,0,0,10208,9133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID,5/31/2022,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,18,0,0,0,4830,4234,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ID,6/30/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,22,0,0,0,6444,5218,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ID,7/31/2022,3,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,2414,2414,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0
ID,8/31/2022,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,8,0,0,0,2584,2316,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ID,9/30/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,763,763,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ID,10/31/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,0,0,0,3443,3248,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ID,11/30/2022,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,1,1,0,3179,2790,448,448,0,1,0,0,1,0,0,0,0,0,0,0,0
ID,12/31/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,0,0,0,4008,3682,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
ID,1/31/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,879,731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID,2/28/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,0,0,0,6510,6510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID,3/31/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,448,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID,4/30/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,0,0,0,2495,1913,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ID,5/31/2023,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,0,0,2319,1685,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ID,6/30/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID,7/31/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,2486,2442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID,8/31/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID,9/30/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID,10/31/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL,4/30/2020,30641,0,186,141,0,2,77,0,2,0,0,33372,28,221,0,0,140,2,0,0,0,81,0,4,48485,47856,341,229,112,19357202,19138224,160450,102983,57467,17464,81,43,0,0,0,118,0,0,0,0,0
IL,5/31/2020,11310,0,131,45,0,1,12,0,1,0,0,90129,28,807,0,0,417,2,10,0,0,184,0,6,104216,102827,697,480,217,40838830,40360000,329177,216601,112576,14772,67,23,0,0,0,1428,6,1,0,0,0
IL,6/30/2020,14105,55,137,54,1,0,13,0,0,0,0,145983,1412,1530,0,0,730,11,11,0,0,245,0,12,164698,162591,1101,831,270,63646020,62916984,516192,372208,143984,15043,73,18,701,3,0,494,1,1,0,0,0
IL,7/31/2020,13939,63,143,32,1,1,17,0,0,0,0,132933,1466,1464,0,0,612,16,9,0,0,216,1,12,143296,141219,862,640,222,55048204,54354284,414047,294633,119414,13991,46,19,3243,23,7,502,1,1,0,0,0
IL,8/31/2020,13897,123,121,25,0,0,16,0,0,0,0,127477,2329,1258,0,0,502,18,2,0,0,179,0,6,143448,141461,762,554,208,55156923,54495608,357186,248675,108511,13947,40,23,472,2,1,604,0,1,0,0,0
IL,9/30/2020,98468,145,285,88,0,0,31,0,0,0,0,167350,2773,1195,0,0,429,13,0,0,0,183,4,2,186962,184260,656,458,198,71154678,70259449,302592,199137,103455,35211,44,17,576,4,0,743,2,1,0,0,0
IL,10/31/2020,117790,207,792,94,1,1,38,0,0,0,0,586073,6315,2264,0,0,596,30,2,0,0,255,6,4,624549,612288,920,651,269,207771068,204169880,418515,278319,140196,142986,109,43,5211,12,6,2080,1,0,0,0,0
IL,11/30/2020,66778,146,749,56,1,1,37,0,1,0,0,944448,7880,5127,0,0,816,15,8,0,0,340,7,6,972853,951785,1197,853,344,310898521,304850815,552227,371208,181019,78244,68,41,7155,21,10,3369,3,2,0,0,0
IL,12/31/2020,50866,120,542,74,1,1,44,0,0,0,0,1122930,7006,7216,0,0,963,27,12,0,0,412,8,6,1112928,1087465,1453,1012,441,346848780,339532843,688981,460809,228172,53549,73,40,49256,40,11,5235,7,1,0,0,0
IL,1/31/2021,35282,91,278,68,1,0,21,0,0,0,0,777133,8342,4846,0,0,868,16,4,0,0,435,6,4,716918,692905,1277,857,420,214272676,207744179,607127,385174,221953,39049,83,31,5274,15,0,4139,1,0,0,0,0
IL,2/28/2021,29695,80,501,65,0,1,32,0,0,0,0,878699,7851,5811,0,0,1194,24,8,0,0,509,14,6,471660,445289,1204,825,379,140036361,133296770,570025,370003,200022,27648,66,29,1077,7,0,3725,2,1,0,0,0
IL,3/31/2021,38696,151,467,61,1,1,25,0,0,0,0,1217469,9337,10057,0,0,1905,24,19,0,0,831,11,9,452249,423318,1479,1032,447,136980183,129885453,685948,447910,238038,28311,60,33,873,12,1,4721,3,1,0,0,0
IL,4/30/2021,135808,346,325,93,1,5,31,0,0,0,0,1030277,8293,7763,0,0,1815,26,30,0,0,811,15,4,265380,251485,1147,811,336,83562887,80030639,551899,370964,180935,24995,90,34,57,1,0,3587,8,2,0,0,0
IL,5/31/2021,85274,285,263,119,0,1,24,0,0,0,0,1159950,8789,8977,0,0,2511,13,49,0,0,939,17,10,222246,212125,1218,914,304,71465812,68866565,566366,402183,164183,22105,126,26,66,0,0,2972,7,5,0,0,0
IL,6/30/2021,44388,128,203,131,1,1,21,0,2,0,0,1224791,6873,10565,0,0,3212,12,50,0,0,1028,13,10,244053,236021,1812,1448,364,78913043,76779639,801068,610178,190890,22277,132,32,25,0,0,3163,6,3,0,0,0
IL,7/31/2021,36807,394,165,153,0,1,25,0,0,0,0,1073748,6007,9531,0,0,3361,14,46,0,0,980,10,10,180170,175177,1901,1581,320,58210886,56871924,766279,590909,175370,15003,208,31,24,0,0,2853,8,3,0,0,0
IL,8/31/2021,21871,0,150,83,0,1,28,0,0,0,0,1220802,0,11033,0,0,4439,0,64,0,0,1089,0,14,177917,173445,2185,1870,315,57332521,56112522,843711,680773,162938,13351,98,27,18,0,0,3440,11,2,0,0,0
IL,9/30/2021,8739,81,63,16,0,0,1,0,0,0,0,429607,2071,3940,0,0,1696,4,21,0,0,435,3,3,61877,60439,818,686,132,20241757,19848826,314218,245174,69044,5477,45,10,9,0,0,1745,1,1,0,0,0
IL,10/31/2021,714,18,10,3,0,0,1,0,0,0,0,16,410,0,0,0,0,0,0,0,0,0,10,0,2762,2709,39,38,1,960091,944732,18474,17969,505,308,3,1,5,0,0,1227,7,0,0,0,0
IL,11/30/2021,322,18,15,3,0,0,0,0,0,0,0,1,8691,0,0,0,0,0,0,0,0,0,2,0,1745,1704,19,19,0,561536,546583,5880,5880,0,200,3,0,5,0,0,1468,1,1,0,0,0
IL,12/31/2021,236,9,7,0,0,0,1,0,0,0,0,0,455,0,0,0,0,0,0,0,0,0,0,0,1310,1277,12,0,12,412020,404020,6060,0,6060,136,0,1,5,0,0,398,0,1,0,0,0
IL,1/31/2022,175,5,5,1,0,0,0,0,0,0,0,2,347,0,0,0,0,0,0,0,0,0,0,0,611,595,10,10,0,246464,240727,1500,1500,0,67,1,0,4,0,0,194,1,0,0,0,0
IL,2/28/2022,142,6,1,0,0,0,0,0,0,0,0,2,673,0,0,0,0,0,0,0,0,0,0,0,531,510,0,0,0,191632,184855,364,364,0,59,0,0,2,0,0,72,0,0,0,0,0
IL,3/31/2022,190,2,4,0,0,0,0,0,0,0,0,0,831,0,0,0,0,0,0,0,0,0,0,0,534,517,0,0,0,175840,169760,0,0,0,45,0,0,2,0,0,158,1,0,0,0,0
IL,4/30/2022,98,5,2,0,0,0,0,0,0,0,0,0,672,0,0,0,0,0,0,0,0,0,0,0,293,287,0,0,0,111666,108973,2564,0,2564,34,0,0,2,0,0,69,1,0,0,0,0
IL,5/31/2022,62,1,0,0,0,0,0,0,0,0,0,0,442,0,0,0,0,0,0,0,0,0,0,0,292,286,2,2,0,84321,81785,1318,1318,0,31,0,0,1,0,0,23,0,0,0,0,0
IL,6/30/2022,37,1,0,0,0,0,0,0,0,0,0,0,705,0,0,0,0,0,0,0,0,0,0,0,152,142,0,0,0,42502,40000,0,0,0,25,0,0,0,0,0,8,0,0,0,0,0
IL,7/31/2022,25,3,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,140,139,0,0,0,41021,40173,0,0,0,19,0,0,0,0,0,5,0,0,0,0,0
IL,8/31/2022,18,15,0,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,141,136,0,0,0,36688,34644,0,0,0,16,0,0,1,0,0,4,0,0,0,0,0
IL,9/30/2022,13,4,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,175,171,0,0,0,35210,33838,0,0,0,20,0,0,1,0,0,1,0,0,0,0,0
IL,10/31/2022,9,1,0,0,0,0,0,0,0,0,0,0,260,0,0,0,0,0,0,0,0,0,0,0,81,78,0,0,0,26016,24544,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
IL,11/30/2022,12,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,51,47,0,0,0,15917,13703,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0
IL,12/31/2022,7,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,76,76,0,0,0,25451,25365,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0
IL,1/31/2023,9,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,41,40,0,0,0,19502,19269,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
IL,2/28/2023,4,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,17,17,0,0,0,7109,5507,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
IL,3/31/2023,2,1,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,51,51,0,0,0,18344,16650,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
IL,4/30/2023,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,41,41,0,0,0,15946,14514,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
IL,5/31/2023,6,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,34,34,0,0,0,11197,9410,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
IL,6/30/2023,5,0,1,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,44,44,0,0,0,11113,10585,168,168,0,4,0,0,0,0,0,0,0,0,0,0,0
IL,7/31/2023,4,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,27,26,0,0,0,10043,9433,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
IL,8/31/2023,2,1,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,3866,3797,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
IL,9/30/2023,2,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,5161,4836,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
IL,10/31/2023,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,0,0,3546,3115,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
IL,11/30/2023,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,4987,4752,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
