st,rptdate,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c15,c16,c17,c18,c19,c21,c22,c23,c24,c25,c27,c29,c30,c31,c32,c33,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51
AK,4/30/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,5/31/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,6/30/2020,2549,0,490,19,0,8,2,0,0,0,0,10147,0,1152,0,0,35,0,26,0,0,16,0,2,17491,17086,150,143,7,4577722,3982291,49586,46996,2590,0,0,0,351,6,0,4,0,0,0,0,0
AK,7/31/2020,2189,0,355,13,0,3,4,0,1,0,0,11859,21,1769,0,0,58,0,20,0,0,9,0,4,17985,17431,141,103,38,4698295,3769687,48413,33119,15294,0,0,0,570,2,1,16,0,0,0,0,0
AK,8/31/2020,2091,2,317,11,0,3,0,0,1,0,0,16723,32,2690,0,0,67,0,12,0,0,14,0,9,15933,15506,100,80,20,5455772,3551483,54285,41474,12811,0,0,0,567,4,1,15,0,0,0,0,0
AK,9/30/2020,3793,2,551,14,0,6,2,0,1,0,0,21954,50,3288,0,0,123,0,24,0,0,10,0,6,27633,26864,157,137,20,7230474,6719018,52176,41661,10515,0,0,0,673,2,2,37,0,0,0,0,0
AK,10/31/2020,2982,0,518,16,0,4,6,0,0,0,0,27846,55,4280,0,0,124,0,37,0,0,25,0,0,31434,30224,193,170,23,8667528,8048251,60343,49264,11079,0,0,0,633,1,0,84,0,1,0,0,0
AK,11/30/2020,1771,3,274,16,0,5,5,0,0,0,0,34035,128,5098,0,0,182,0,48,0,0,43,0,0,31859,30370,220,186,34,9089939,8426360,67829,53906,13923,0,0,0,279,1,0,76,0,0,0,0,0
AK,12/31/2020,1714,1,275,10,0,2,2,0,0,0,0,25509,98,3649,0,0,143,0,30,0,0,37,0,0,34123,32324,248,199,49,9899652,9241594,70409,50953,19456,0,0,0,446,0,1,101,0,0,0,0,0
AK,1/31/2021,1538,0,297,14,0,6,3,0,1,0,0,23463,107,3382,0,0,156,0,43,0,0,42,0,4,22480,20735,197,160,37,6393064,5780918,54886,40277,14609,0,0,0,42,0,0,82,1,0,0,0,0
AK,2/28/2021,1726,0,420,27,0,4,1,0,0,0,0,43823,108,6661,0,0,264,0,85,0,0,50,0,4,53588,50755,394,334,60,14773305,13349702,118957,92935,26022,0,0,0,686,7,2,2649,2,1,0,0,0
AK,3/31/2021,1718,2,462,23,0,3,2,0,0,0,0,56050,194,8889,0,0,403,1,110,0,0,60,0,7,70013,66184,646,572,74,19230091,17237264,177056,148107,28949,0,0,0,44,0,0,2707,5,5,1,0,0
AK,4/30/2021,1190,2,401,32,0,3,3,0,1,0,0,52545,249,8783,0,0,438,0,113,0,0,72,0,5,58679,55823,624,560,64,14342125,13017191,167196,143348,23848,0,0,0,11,0,0,2374,6,5,0,0,0
AK,5/31/2021,829,0,343,17,0,6,1,0,0,0,0,59578,168,10131,0,0,546,0,126,0,0,89,0,8,57511,54623,640,556,84,13698491,12623308,166053,134185,31868,0,0,0,15,0,0,3091,8,0,0,0,0
AK,6/30/2021,566,0,275,6,0,3,1,0,0,0,0,46136,74,7110,0,0,406,0,77,0,0,71,0,8,62151,59163,691,597,94,14701185,13718261,175104,137937,37167,0,0,0,5,0,0,2280,14,3,0,0,0
AK,7/31/2021,374,0,169,5,0,1,0,0,1,0,0,36409,39,5524,0,0,350,0,66,0,0,64,0,12,39372,37782,472,403,69,9543185,8997501,120887,94374,26513,0,0,0,3,0,0,1552,14,1,0,0,0
AK,8/31/2021,353,1,204,2,0,1,1,0,0,0,0,38162,86,6012,0,0,404,0,76,0,0,52,0,15,42089,40555,525,464,61,10270436,9795869,131764,108483,23281,0,0,0,3,0,0,1599,10,0,0,0,0
AK,9/30/2021,71,0,27,1,0,0,0,0,1,0,0,8976,0,1359,0,0,95,0,14,0,0,7,0,2,11342,10962,137,127,10,2856936,2509588,30310,26608,3702,0,0,0,8,0,0,88,0,0,0,0,0
AK,10/31/2021,17,0,6,1,0,0,0,0,0,0,0,218,26,0,0,0,0,0,0,0,0,0,0,0,460,435,8,8,0,118564,59457,3840,3840,0,0,0,0,1,0,0,26,1,0,0,0,0
AK,11/30/2021,7,0,3,0,0,0,0,0,0,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,368,356,0,0,0,118835,49221,2610,2610,0,0,0,0,5,0,0,16,0,0,0,0,0
AK,12/31/2021,2,0,4,0,0,0,0,0,0,0,0,31,1,0,0,0,0,0,0,0,0,0,0,0,119,101,0,0,0,32684,17288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,1/31/2022,1,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,77,69,0,0,0,17111,8210,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AK,2/28/2022,2,0,0,0,0,0,0,0,0,0,0,58,12,0,0,0,0,0,0,0,0,0,0,0,80,77,10,10,0,17765,5805,1300,1300,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,3/31/2022,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,101,0,0,0,49824,19901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,4/30/2022,0,0,1,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,61,59,2,2,0,26493,4200,726,726,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,5/31/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,111,3,3,0,29742,26222,1116,1116,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,6/30/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,0,0,2138,1460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,7/31/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,3349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,8/31/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,0,0,0,7979,3037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,9/30/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,45,6,6,0,13534,9308,1284,1284,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,10/31/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,1,1,0,1579,432,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,11/30/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,47,0,0,0,14954,11858,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AK,12/31/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,1/31/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,2/28/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,3/31/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,1645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,4/30/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,1284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,5/31/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,3242,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,6/30/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,7/31/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,8/31/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,9/30/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,10/31/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,11/30/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,12/31/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,351,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,1/31/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,2/29/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,3/31/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,492,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,4/30/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,5/31/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,6/30/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,7/31/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,4/30/2020,1997,0,59,13,0,1,3,0,0,0,0,8051,21543,167,0,0,54,73,2,0,0,12,32,0,2336,2317,24,19,5,891412,886372,10712,8592,2120,1605,10,3,0,0,0,0,0,0,0,0,0
AL,5/31/2020,10343,0,221,30,0,1,17,0,1,1,0,32306,27629,741,0,0,135,47,5,0,0,48,22,3,19191,19008,140,114,26,5604095,5558564,53251,39907,13344,7442,25,13,0,0,0,0,0,0,0,0,0
AL,6/30/2020,38223,0,525,44,0,0,19,0,1,625,16,100392,26768,1837,3,1,235,51,8,1,0,132,19,5,77081,74472,328,198,130,21466534,20898023,114026,71253,42773,26175,30,16,235,1,1,20,0,0,0,0,0
AL,7/31/2020,51285,0,742,51,0,6,28,0,0,983,20,253482,27527,3774,4,0,310,57,19,1,0,163,38,4,196780,187926,385,251,134,56730600,54703077,157537,108432,49105,52911,55,25,1196,4,4,93,0,0,0,0,0
AL,8/31/2020,23688,0,419,37,0,1,34,0,0,1746,23,400680,27548,5921,2,1,518,54,24,2,0,255,4,5,365697,344819,714,500,214,92237767,88078667,276346,188499,87847,28682,48,37,2397,9,6,457,0,0,0,0,0
AL,9/30/2020,14308,0,275,20,0,0,18,0,2,1354,18,317435,28262,4811,4,0,362,45,18,0,0,231,23,3,299413,279226,558,341,217,74712053,70800882,212424,134835,77589,16022,16,16,9351,8,8,799,2,0,0,0,0
AL,10/31/2020,8879,0,216,26,0,0,11,0,0,1073,12,216806,21541,3589,2,0,263,57,13,1,0,202,30,7,202423,185833,438,258,180,50161586,47004764,171278,109983,61295,9441,24,16,11537,12,7,842,4,0,0,0,0
AL,11/30/2020,5819,0,180,13,0,0,8,0,0,555,6,156397,14533,3075,2,0,253,51,10,0,0,188,22,11,147592,134757,395,218,177,36270305,33858341,144826,90598,54227,6391,10,9,5013,4,9,730,0,0,0,0,0
AL,12/31/2020,4219,0,109,20,0,1,6,0,0,499,10,91827,12944,2096,1,0,192,50,8,0,0,114,41,6,86099,79069,275,155,120,21548586,20252496,98658,62489,36169,5028,14,10,2300,1,4,1308,5,0,0,0,0
AL,1/31/2021,4973,0,141,32,0,1,8,0,0,786,8,291093,14753,5067,3,0,538,58,22,1,0,198,22,7,240257,228790,593,415,178,57808524,55679341,214732,159556,55176,3923,21,2,15,0,0,2055,6,3,0,0,0
AL,2/28/2021,3514,0,96,20,0,1,18,0,0,855,11,256574,11465,4350,5,0,497,68,18,1,0,216,10,4,266695,252380,751,537,214,63586489,60973411,274607,200670,73937,3372,23,14,12,0,0,3633,1,1,0,0,0
AL,3/31/2021,4906,0,153,15,0,0,8,0,0,1274,17,291215,10555,5982,6,1,613,59,22,1,0,271,24,9,339755,322593,1026,709,317,80710475,77605197,358938,261892,97047,4737,15,9,0,0,0,5148,4,1,0,0,0
AL,4/30/2021,3451,0,92,16,0,0,2,0,1,1150,14,218477,8650,4744,7,0,537,48,19,4,0,217,8,7,228437,219533,822,589,233,54041903,52421358,295581,218695,76886,3297,12,4,0,0,0,2492,4,1,0,0,0
AL,5/31/2021,2903,0,66,10,0,3,10,0,0,3526,52,235050,8251,4974,8,2,616,40,31,2,0,222,10,7,209679,201942,773,564,209,49379736,47987361,272862,208731,64131,2661,13,8,0,0,0,1674,2,0,0,0,0
AL,6/30/2021,2183,0,42,9,0,0,4,0,0,3741,53,139440,9081,1903,10,0,400,31,14,3,0,144,17,1,185173,178762,704,504,200,44094177,42925228,310304,247094,63211,2435,5,6,1,0,0,1703,3,1,0,0,0
AL,7/31/2021,634,0,19,4,0,0,1,0,0,66,0,480,10135,26,0,0,3,57,0,0,0,0,5,0,10899,10409,62,42,20,2647502,2556976,24222,18177,6045,507,3,1,0,0,0,412,0,0,0,0,0
AL,8/31/2021,686,0,11,6,0,0,0,0,0,23,1,243,12122,7,0,0,1,55,0,0,0,0,4,0,9846,9459,80,77,3,2314335,2249075,23234,22409,825,497,5,0,1,0,0,317,2,0,0,0,0
AL,9/30/2021,1205,0,0,4,0,0,0,0,0,8,0,75,8347,1,0,0,1,76,0,0,0,0,6,0,11088,10607,39,33,6,2552565,2466782,11918,10268,1650,689,1,2,1,0,0,178,0,0,0,0,0
AL,10/31/2021,894,0,16,3,0,0,0,0,0,2,0,87,4770,22,0,0,0,51,0,0,0,0,5,0,6646,6336,30,28,2,1560704,1504064,5441,4911,530,460,1,0,0,0,0,92,0,0,0,0,0
AL,11/30/2021,971,0,46,2,0,0,3,0,0,12,0,46,6124,3,0,0,0,37,0,0,0,0,0,0,9241,8959,13,11,2,2201887,2150448,30842,30312,530,565,4,0,0,0,0,110,1,0,0,0,0
AL,12/31/2021,842,0,63,4,0,0,0,0,0,2,0,38,4557,1,0,0,0,49,0,0,0,0,0,0,5637,5442,25,20,5,1348308,1314940,26311,24936,1375,410,7,0,0,0,0,115,0,0,0,0,0
AL,1/31/2022,584,0,36,1,0,0,0,0,1,6,0,50,5492,2,0,0,0,50,0,0,0,0,0,0,3183,3054,5,3,2,867625,843102,2782,2232,550,319,1,1,0,0,0,57,0,0,0,0,0
AL,2/28/2022,355,0,14,1,0,0,0,0,0,5,0,14,4091,0,0,0,0,36,0,0,0,0,1,0,2818,2646,27,27,0,690040,657937,7976,7976,0,223,2,0,0,0,0,27,0,0,0,0,0
AL,3/31/2022,526,0,25,1,0,1,0,0,0,0,0,10,2845,0,0,0,0,25,0,0,0,0,0,0,3802,3652,9,9,0,1016374,988930,6945,6945,0,434,4,0,1,0,0,27,0,0,0,0,0
AL,4/30/2022,358,0,23,0,0,0,0,0,0,1,0,11,3345,0,0,0,0,21,0,0,0,0,1,0,2149,2091,3,3,0,594158,583558,729,729,0,197,1,0,0,0,0,23,0,0,0,0,0
AL,5/31/2022,837,0,24,0,0,0,2,0,0,1,0,8,3308,0,0,0,0,11,0,0,0,0,0,0,16988,15854,74,37,37,3886804,3694132,18567,8392,10175,587,0,1,3,0,0,20,0,1,0,0,0
AL,6/30/2022,4469,0,420,0,0,0,0,0,0,0,0,33,3560,0,0,0,0,27,0,0,0,0,1,0,1773,1690,0,0,0,447824,432966,629,629,0,130,0,0,0,0,0,27,0,0,0,0,0
AL,7/31/2022,288,0,10,0,0,0,1,0,0,1,0,36,4243,1,0,0,0,49,0,0,0,0,5,0,1773,1710,0,0,0,416143,406165,71,71,0,129,0,0,0,0,0,36,0,0,0,0,0
AL,8/31/2022,243,0,5,1,0,0,0,0,0,1,0,26,4174,0,0,0,0,40,0,0,0,0,53,0,1819,1731,0,0,0,455116,437693,3572,3572,0,177,2,0,0,0,0,41,0,0,0,0,0
AL,9/30/2022,173,0,7,0,0,0,2,0,0,0,0,13,4583,0,0,0,0,70,0,0,0,0,8,0,1605,1530,24,4,20,387656,372664,6981,1481,5500,104,0,2,0,0,0,28,0,0,0,0,0
AL,10/31/2022,169,0,10,1,0,0,0,0,0,0,0,19,2990,0,0,0,0,77,0,0,0,0,4,0,1395,1302,1,0,1,342660,324861,2370,2095,275,87,4,0,0,0,0,18,0,0,0,0,0
AL,11/30/2022,117,0,8,0,0,1,0,0,0,0,0,18,2760,0,0,0,0,44,0,0,0,0,3,0,735,729,0,0,0,190796,188128,4345,4345,0,80,0,0,0,0,0,26,0,0,0,0,0
AL,12/31/2022,225,0,10,3,0,0,0,0,0,0,0,8,4750,0,0,0,0,37,0,0,0,0,3,0,1860,1788,24,24,0,443780,427682,6408,6408,0,127,1,0,0,0,0,45,0,0,0,0,0
AL,1/31/2023,337,0,12,2,0,0,0,0,0,0,0,3,4408,0,0,0,0,29,0,0,0,0,0,0,3309,3163,27,2,25,743198,717007,13926,7051,6875,227,0,0,1,0,0,18,0,0,0,0,0
AL,2/28/2023,104,0,9,3,0,0,0,0,0,0,0,6,4101,0,0,0,0,25,0,0,0,0,1,0,1810,1729,20,20,0,539742,521085,6803,6803,0,209,2,0,0,0,0,4,0,0,0,0,0
AL,3/31/2023,77,0,3,2,0,0,0,0,0,0,0,20,3929,0,0,0,0,40,0,0,0,0,1,0,736,690,1,1,0,179892,171086,1657,1657,0,50,2,0,0,0,0,15,0,0,0,0,0
AL,4/30/2023,128,0,6,0,0,0,0,0,0,0,0,3,3835,0,0,0,0,14,0,0,0,0,0,0,909,884,0,0,0,211527,206914,82,82,0,53,0,0,0,0,0,10,0,0,0,0,0
AL,5/31/2023,233,0,57,0,0,1,0,0,1,0,0,2,3759,0,0,0,0,6,0,0,0,0,2,0,1089,1015,0,0,0,251682,237946,0,0,0,59,0,0,0,0,0,16,0,0,0,0,0
AL,6/30/2023,65,0,5,0,0,0,0,0,0,0,0,4,3160,0,0,0,0,8,0,0,0,0,0,0,594,549,0,0,0,149408,140386,0,0,0,45,0,0,0,0,0,8,0,0,0,0,0
AL,7/31/2023,137,0,4,0,0,0,0,0,0,0,0,3,4151,0,0,0,0,17,0,0,0,0,0,0,1114,1043,0,0,0,263756,250199,0,0,0,86,0,0,0,0,0,4,0,0,0,0,0
AL,8/31/2023,154,0,3,0,0,0,0,0,0,0,0,8,3430,0,0,0,0,11,0,0,0,0,0,0,1093,1044,0,0,0,263548,254106,789,789,0,83,0,0,0,0,0,8,0,0,0,0,0
AL,9/30/2023,217,0,9,0,0,0,0,0,0,0,0,2,3930,0,0,0,0,4,0,0,0,0,1,0,1630,1520,0,0,0,392041,372490,1060,1060,0,107,0,0,0,0,0,2,0,0,0,0,0
AL,10/31/2023,199,0,7,0,0,0,0,0,0,0,0,3,3395,0,0,0,0,17,0,0,0,0,1,0,1256,1185,0,0,0,295145,281535,0,0,0,118,0,0,0,0,0,1,0,0,0,0,0
AL,11/30/2023,125,0,8,0,0,0,0,0,0,0,0,3,2766,0,0,0,0,14,0,0,0,0,0,0,832,801,16,16,0,203411,197776,2700,2541,160,67,0,0,1,0,0,2,0,0,0,0,0
AL,12/31/2023,139,0,6,0,0,0,1,0,0,0,0,1,4984,0,0,0,0,26,0,0,0,0,6,0,2016,1923,25,3,22,541130,521399,6958,908,6050,140,0,1,0,0,0,0,0,0,0,0,0
AL,1/31/2024,156,0,13,0,0,0,0,0,0,0,0,1,4230,0,0,0,0,49,0,0,0,0,11,0,1057,986,0,0,0,249683,236951,1051,1051,0,92,2,0,0,0,0,0,0,0,0,0,0
AL,2/29/2024,187,0,4,0,0,0,0,0,1,0,0,0,3393,0,0,0,0,43,0,0,0,0,9,0,1879,1796,4,0,4,436889,422152,1060,0,1060,86,0,0,0,0,0,0,0,0,0,0,0
AL,3/31/2024,152,0,9,0,0,0,0,0,0,0,0,6,4139,0,0,0,0,43,0,0,0,0,14,0,1369,1324,0,0,0,313330,305827,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0
AL,4/30/2024,166,0,5,0,0,0,0,0,0,0,0,0,2976,0,0,0,0,20,0,0,0,0,12,0,1406,1368,0,0,0,326724,320973,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0
AL,5/31/2024,157,0,0,0,0,0,0,0,0,0,0,0,2875,0,0,0,0,14,0,0,0,0,15,0,1064,1023,1,0,1,247303,238617,1042,2,1040,72,0,0,0,0,0,0,0,0,0,0,0
AL,6/30/2024,91,0,3,0,0,0,0,0,0,0,0,0,4265,0,0,0,0,13,0,0,0,0,11,0,896,849,10,0,10,218417,210847,2781,131,2650,54,0,0,0,0,0,0,0,0,0,0,0
AL,7/31/2024,70,0,9,1,0,0,0,0,0,0,0,0,3507,0,0,0,0,6,0,0,0,0,7,0,736,708,15,15,0,162954,158544,4125,4125,0,40,1,0,0,0,0,0,0,0,0,0,0
AR,4/30/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,5/31/2020,4453,24,60,25,0,0,17,0,0,0,0,24326,506,301,0,0,135,0,0,0,0,68,0,0,23409,22718,181,113,68,6363556,6210133,180815,83070,63097,4189,21,16,0,0,0,32,0,1,0,0,0
AR,6/30/2020,2601,30,45,11,0,0,5,0,1,0,0,29673,1814,466,0,0,170,3,0,0,0,74,0,9,28834,27760,241,164,77,7786112,7574426,168812,98990,39676,2601,15,4,1390,8,0,9,1,0,0,0,0
AR,7/31/2020,11345,47,78,21,1,0,8,0,0,0,0,36284,2499,454,0,0,117,7,0,0,0,77,0,4,34874,33670,192,115,77,8196677,7996994,88488,31239,36614,9601,18,8,1115,5,6,47,0,0,0,0,0
AR,8/31/2020,10249,42,106,13,0,0,9,0,0,0,0,95963,2945,875,0,0,170,8,0,0,0,83,0,0,91334,86422,248,169,79,19603400,18869065,110548,42453,36239,10871,15,9,1802,7,8,96,0,0,0,0,0
AR,9/30/2020,4888,32,84,5,1,1,3,0,1,0,0,84448,4016,961,0,0,137,7,4,0,0,71,0,1,78202,72168,208,136,72,16785137,15871671,90746,29304,30922,4496,5,4,1215,5,1,266,1,1,0,0,0
AR,10/31/2020,3284,72,57,16,0,0,7,0,0,0,0,68227,5294,875,0,0,116,0,4,0,0,72,0,4,61841,56155,182,112,70,13491531,12627560,75811,27659,28614,2985,14,6,7095,9,5,319,1,0,0,0,0
AR,11/30/2020,2121,61,44,7,0,0,4,0,0,0,0,50776,6045,783,0,0,134,0,5,0,0,72,0,5,8231,8031,21,18,3,1970006,1927968,16333,7664,2706,1760,3,1,221,3,0,554,0,0,0,0,0
AR,12/31/2020,1981,52,48,8,2,0,3,0,0,0,0,35360,6115,552,0,0,113,3,0,0,0,56,4,3,28954,24896,165,108,57,6494124,5883962,88591,51514,25453,1839,6,3,2320,8,3,959,4,0,0,0,0
AR,1/31/2021,1433,677,37,8,0,0,1,0,0,0,0,46504,5073,629,0,0,183,2,0,0,0,69,0,4,49998,45921,286,203,83,11475437,10830121,147626,77421,44999,1346,9,0,244,1,0,1046,4,1,0,0,0
AR,2/28/2021,1454,254,37,22,0,0,2,0,0,0,0,85152,5536,1146,0,0,373,7,0,0,0,96,0,4,78856,72783,466,372,94,17968629,17002984,255942,133377,61611,1606,21,2,124,1,1,912,2,0,0,0,0
AR,3/31/2021,1854,413,46,26,1,2,4,0,0,0,0,103981,6603,1482,0,0,566,9,15,0,0,149,0,4,80745,73479,581,466,115,18114093,17036090,247317,119917,82147,1775,26,5,19,1,0,829,1,1,0,0,0
AR,4/30/2021,1420,564,31,20,1,0,3,0,0,0,0,77550,6101,1188,0,0,472,11,7,0,0,115,0,3,70351,64453,551,452,99,16016439,15122416,273459,120319,90960,1390,20,2,8,0,0,627,2,0,0,0,0
AR,5/31/2021,1061,260,22,14,0,1,3,0,0,0,0,90411,6146,1459,0,0,601,4,5,0,0,60,0,5,82963,76555,685,586,99,18926609,17971091,262629,149729,44936,1114,18,2,8,0,0,341,0,0,0,0,0
AR,6/30/2021,760,140,22,13,0,0,2,0,0,0,0,79783,5974,1343,0,0,599,1,4,0,0,96,0,4,74397,69076,668,572,96,16897161,16066406,291240,194138,40864,854,12,2,10,0,0,310,4,0,0,0,0
AR,7/31/2021,120,99,4,0,0,0,0,0,0,0,0,5333,2714,157,0,0,27,6,0,0,0,1,0,0,4562,4149,25,24,1,1049811,977624,48548,15636,451,200,1,0,1,0,0,28,1,0,0,0,0
AR,8/31/2021,131,23,0,1,1,0,0,0,0,0,0,2625,1781,0,0,0,1,0,0,0,0,0,0,0,2372,2177,1,1,0,509347,482015,2383,240,0,101,0,0,3,0,0,42,0,0,0,0,0
AR,9/30/2021,56,8,25,3,3,0,0,0,0,0,0,1758,717,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,7,0,0
AR,10/31/2021,32,6,0,3,0,0,0,0,0,0,0,1036,0,44,0,0,3,0,0,0,0,1,0,0,942,0,881,0,0,223154,0,214915,0,0,59,0,0,0,0,0,19,0,0,2,0,0
AR,11/30/2021,17,5,0,0,0,0,0,0,0,0,0,487,1147,0,0,0,11,0,0,0,0,0,0,0,326,321,11,11,0,68560,67863,15840,15840,0,20,20,0,0,0,0,10,0,0,2,0,0
AR,12/31/2021,4,0,0,0,0,0,0,0,0,0,0,119,60,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,28445,0,0,0,0,8,0,0,0,0,0,6,0,0,0,0,0
AR,1/31/2022,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,46,40,0,0,0,12232,11835,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
