st,rptdate,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c15,c16,c17,c18,c19,c21,c22,c24,c25,c27,c29,c30,c31,c32,c33,c35,c36,c38,c39,c40,c41,c42,c43,c45,c46,c47,c48,c49,c50,c51
AZ,1/31/2003,5072,0,616,27,0,8,7,0,3,0,0,22572,0,1992,0,0,153,0,18,0,53,0,7,23793,23147,247,189,58,4227877,4149268,33384,11254,2705,26,7,1589,3,0,0,0,0,0,0
AZ,2/28/2003,4876,0,399,18,0,3,14,0,6,0,0,24377,0,2059,0,0,202,0,21,0,77,0,14,25877,25064,313,221,91,4570075,4475217,41958,17431,2877,22,17,1535,2,0,0,0,0,0,0
AZ,3/31/2003,5441,0,552,18,0,9,7,0,5,0,0,32443,0,2669,0,0,270,0,34,0,104,0,15,34429,33354,422,303,119,6012529,5889339,57044,23285,3323,26,8,1837,4,0,0,0,0,0,0
AZ,4/30/2003,6022,0,562,22,0,8,6,0,0,0,0,34420,0,2357,0,0,220,0,38,0,87,0,15,36014,34855,353,256,97,6214369,6078356,47894,19039,3734,18,3,2410,8,0,0,0,0,0,0
AZ,5/31/2003,5679,0,598,18,0,13,8,0,6,0,0,34859,0,2544,0,0,213,0,41,0,60,0,11,32426,31483,292,221,71,5575621,5464869,39931,13948,3056,24,9,2275,8,0,0,0,0,0,0
AZ,6/30/2003,6947,0,819,17,0,11,15,0,5,0,0,40478,0,3029,0,0,201,0,59,0,93,0,13,40688,39663,341,238,103,7015264,6891683,45145,19893,4623,20,18,2693,3,0,0,0,0,0,0
AZ,7/31/2003,6730,0,533,22,0,11,10,0,2,0,0,35375,0,2682,0,0,173,0,47,0,118,0,16,36741,35934,340,208,132,6317783,6220690,39706,25699,3473,22,9,2162,3,0,0,0,0,0,0
AZ,8/31/2003,7450,0,640,13,0,10,8,0,0,0,0,41867,0,2784,0,0,185,0,55,0,123,0,15,43692,42721,376,241,135,7468218,7352413,46263,26118,4796,18,8,2587,9,0,0,0,0,0,0
AZ,9/30/2003,4008,0,271,12,0,2,12,0,0,0,0,42392,0,2636,0,0,151,0,41,0,105,0,8,43957,42637,285,180,104,7416707,7272503,34866,19917,4192,11,8,3133,12,0,0,0,0,0,0
AZ,10/31/2003,3756,0,269,18,0,2,16,0,2,0,0,35836,0,2363,0,0,141,0,28,0,101,0,7,37355,36139,270,165,105,6332291,6197700,30115,20234,3390,13,14,2722,4,0,0,0,0,0,0
AZ,11/30/2003,2901,0,235,12,0,3,13,0,2,0,0,36597,0,2642,0,0,153,0,26,0,119,0,10,38187,36984,290,168,121,6528472,6386519,29777,24007,3349,21,13,2595,6,0,0,0,0,0,0
AZ,12/31/2003,2639,0,206,27,0,2,13,0,2,0,0,32161,0,2516,0,0,154,0,19,0,140,0,22,34112,33145,329,165,164,5838362,5735964,31198,32153,2926,28,17,2310,6,0,0,0,0,0,0
AZ,1/31/2004,99,0,12,0,0,0,0,0,0,0,0,22286,0,1793,0,0,119,0,14,0,103,0,15,23501,22886,247,130,116,4026129,3955343,25693,22456,245,0,3,2034,10,0,0,0,0,0,0
AZ,2/29/2004,10,0,0,0,0,0,0,0,0,0,0,13474,0,1131,0,0,105,0,3,0,74,0,13,14380,13891,181,105,76,2416463,2361415,20718,14651,42,0,0,2025,11,0,0,0,0,0,0
AZ,3/31/2004,4,0,0,0,0,0,0,0,0,0,0,5118,0,472,0,0,33,0,0,0,22,0,11,5423,5075,65,35,30,819255,785595,6600,5689,15,0,1,1279,8,0,0,0,0,0,0
AZ,4/30/2004,1,0,0,0,0,0,0,0,0,0,0,1433,0,116,0,0,2,0,0,0,1,0,2,1564,1447,11,2,9,240762,227678,246,1822,14,0,0,144,2,0,0,0,0,0,0
AZ,5/31/2004,0,0,0,0,0,0,0,0,0,0,0,477,0,41,0,0,0,0,0,0,0,0,0,515,508,0,0,0,91420,90481,0,0,0,0,0,26,0,0,0,0,0,0,0
AZ,6/30/2004,0,0,0,0,0,0,0,0,0,0,0,349,0,23,0,0,0,0,0,0,0,0,0,376,372,0,0,0,65974,65594,0,0,0,0,0,12,0,0,0,0,0,0,0
AZ,7/31/2004,0,0,0,0,0,0,0,0,0,0,0,237,0,13,0,0,0,0,0,0,0,0,0,252,251,0,0,0,42867,42739,0,0,0,0,0,23,0,0,0,0,0,0,0
AZ,8/31/2004,1,0,0,0,0,0,0,0,0,0,0,182,0,13,0,0,0,0,0,0,0,0,0,192,192,0,0,0,31116,31116,0,0,1,0,0,30,0,0,0,0,0,0,0
AZ,9/30/2004,0,0,0,0,0,0,0,0,0,0,0,55,0,4,0,0,0,0,0,0,0,0,0,62,61,0,0,0,10298,10265,0,0,1,0,0,7,0,0,0,0,0,0,0
AZ,10/31/2004,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,48,48,0,0,0,7580,7580,0,0,1,0,0,2,0,0,0,0,0,0,0
AZ,11/30/2004,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,27,27,0,0,0,3543,3543,0,0,0,0,0,2,0,0,0,0,0,0,0
AZ,12/31/2004,1,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,2508,2508,0,0,1,0,0,2,0,0,0,0,0,0,0
AZ,1/31/2005,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,2533,2533,0,0,0,0,0,1,0,0,0,0,0,0,0
AZ,2/28/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,7,0,0,0,1435,1435,0,0,0,0,0,1,0,0,0,0,0,0,0
CA,3/31/2002,61635,475,2220,794,8,0,148,7,0,0,0,46056,1682,1239,0,0,506,8,0,0,97,10,0,47720,47005,627,522,105,9332745,9249187,104230,22633,25569,274,58,0,0,265,4,0,7,0,0
CA,4/30/2002,83025,403,3680,736,3,0,222,2,0,0,0,460383,10292,18978,0,0,5566,82,0,0,1064,61,0,470574,459940,6525,5478,1047,88662081,87542213,1053765,223668,86359,918,188,0,0,2457,14,2,12,0,0
CA,5/31/2002,39389,196,1605,254,4,0,106,3,0,0,0,596874,15521,26727,0,0,6418,86,0,0,1549,182,0,615130,599789,7894,6364,1530,115349079,113724740,1222785,324702,48863,354,145,0,0,3642,21,4,10,0,0
CA,6/30/2002,26020,127,1154,161,1,6,82,2,6,0,0,601808,13933,26431,0,0,5809,66,416,0,1529,189,137,619358,605018,7795,6165,1630,116067818,114558648,1179799,344982,27872,153,77,2,0,3913,24,8,4,0,0
CA,7/31/2002,39330,271,1516,180,3,12,104,1,9,0,0,676222,13982,28973,0,0,6265,74,398,0,1763,241,136,691830,677192,8376,6516,1860,129830205,128330791,1237143,395929,30600,180,86,14840,44,4611,23,3,6,0,0
CA,8/31/2002,59485,286,2849,270,1,30,199,3,8,0,0,778778,12643,35024,0,0,6320,68,416,0,2250,167,158,791865,774891,8939,6571,2368,165431750,162082740,1321213,542812,58827,289,191,30740,88,5361,24,8,0,0,0
CA,9/30/2002,40841,327,2818,142,1,14,130,0,20,0,0,807442,10927,41691,0,0,5260,61,493,0,2334,130,257,819285,797133,8176,5656,2520,187433846,176631787,1250135,624983,45420,168,161,72842,180,6611,23,12,2,0,0
CA,10/31/2002,36568,364,2498,156,2,22,94,5,16,0,0,556517,10933,26751,0,0,2499,66,227,0,1498,143,137,566684,546383,4272,2668,1604,138027482,132599289,642760,409773,40174,170,110,51956,126,6559,22,11,1,0,0
CA,11/30/2002,31558,304,2089,144,2,23,90,4,10,0,0,412066,9345,20432,0,0,1718,52,158,0,1183,115,95,424077,408186,3141,1867,1274,127262714,100633213,669465,378734,36050,184,103,67109,167,4641,21,5,2,0,0
CA,12/31/2002,31477,650,1777,160,3,18,101,10,13,0,0,431742,9411,19704,0,0,1949,73,164,0,1295,105,131,444348,427785,3422,2050,1372,109274025,105125198,526464,363214,35256,191,112,31588,94,4306,22,12,3,0,0
CA,1/31/2003,28183,579,1632,174,4,12,112,5,10,0,0,352069,8026,14298,0,0,1770,38,110,0,1116,69,112,359296,347459,3063,1860,1203,89595493,86310348,454898,322345,23361,140,81,28726,84,2740,15,3,2,0,0
CA,2/28/2003,45484,407,2224,245,5,21,207,7,24,0,0,398204,7811,20157,0,0,2141,51,172,0,1424,60,251,411288,397064,3941,2292,1649,101518146,98642311,566939,447021,49502,307,208,25806,77,3700,26,3,2,0,0
CA,3/31/2003,31242,383,1663,153,3,10,163,3,20,0,0,382136,8311,18916,0,0,1951,69,150,0,1684,83,189,394459,379413,3909,2063,1846,96689364,94360801,513263,499993,37025,182,192,20924,86,3737,16,7,1,0,0
CA,4/30/2003,33976,429,1792,162,7,16,182,3,9,0,0,441560,9274,20191,0,0,2220,93,155,0,2012,95,207,455139,439134,4548,2356,2192,111282595,108853358,598699,601833,39109,206,195,27825,120,4246,13,6,4,0,0
CA,5/31/2003,32363,400,1625,121,6,17,185,4,17,0,0,394821,8900,19266,0,0,1851,76,161,0,2095,104,167,407624,391618,4218,1992,2226,99436861,97063807,509344,617206,36860,163,200,26121,130,3703,16,9,4,0,0
CA,6/30/2003,28519,317,1335,139,3,17,156,3,13,0,0,397991,8797,18669,0,0,1847,84,206,0,2105,120,179,408754,393761,4238,2011,2227,99330624,97155885,504385,613531,34477,176,172,26224,140,3870,46,7,5,0,0
CA,7/31/2003,33992,348,1530,200,5,18,165,3,20,0,0,399524,8720,17951,0,0,1949,90,209,0,2070,108,199,410929,396941,4360,2131,2229,99964801,97933018,520097,615920,34500,215,166,27737,160,3783,14,3,0,0,0
CA,8/31/2003,32626,336,1703,140,3,20,162,3,21,0,0,369804,8262,16853,0,0,1973,91,191,0,182,100,214,380150,367576,4144,2136,2008,96579578,94742493,557358,568599,37902,224,180,24530,139,3665,8,8,7,0,0
CA,9/30/2003,30989,372,1612,159,5,13,170,7,12,0,0,405495,8756,18664,0,0,2048,76,207,0,1958,121,228,417005,403073,4372,2227,2145,108973902,106878499,613293,621353,36466,188,181,22640,128,4229,23,16,3,0,0
CA,10/31/2003,33650,354,1715,128,7,11,133,9,14,0,0,474130,9310,22337,0,0,2178,56,208,0,2050,148,207,488019,469879,4584,2361,2223,130015185,127183976,674842,658781,37957,184,161,29993,150,5195,18,12,1,0,0
CA,11/30/2003,26767,306,1455,108,2,13,102,5,7,0,0,392543,7914,18508,0,0,1547,46,123,0,1604,116,169,404460,388268,3362,1647,1715,107402761,104816919,475413,517750,34822,145,111,25447,121,4300,23,10,2,0,0
CA,12/31/2003,30969,358,1760,159,3,14,115,4,16,0,0,445797,9001,20125,0,0,1957,46,135,0,1674,151,180,457439,437061,3872,2043,1829,121739997,118377066,584050,564642,36396,220,132,28190,143,4428,15,5,5,0,0
CA,1/31/2004,5242,85,534,19,0,1,39,2,9,0,0,345510,5858,18385,0,0,1541,49,145,0,1300,94,195,354849,339671,3086,1621,1465,95381680,92890233,451275,462367,15437,78,78,27519,114,3078,9,4,2,0,0
CA,2/29/2004,546,54,127,0,0,0,1,0,1,0,0,195035,3528,10747,0,0,784,21,67,0,776,58,113,199714,189861,1708,833,875,53485150,51931260,232460,275897,1410,1,11,23022,82,2171,8,6,3,0,0
CA,3/31/2004,144,37,96,1,0,0,1,0,0,0,0,96837,1923,6150,0,0,356,14,27,0,418,25,73,98641,91537,862,383,479,26316839,25238192,106026,152003,339,4,2,22868,108,1703,5,3,0,0,0
CA,4/30/2004,86,15,17,0,0,0,0,0,0,0,0,19042,564,1627,0,0,23,0,1,0,45,2,11,18756,16300,77,24,53,4897583,4553459,6310,15220,164,0,0,3564,20,324,2,0,0,0,0
CA,5/31/2004,33,2,9,0,0,1,0,0,0,0,0,5291,253,588,0,0,0,0,13,0,7,0,0,5376,5049,14,13,1,1558656,1504721,4329,243,50,1,0,596,1,35,0,0,1,0,0
CA,6/30/2004,17,2,2,0,0,0,1,0,0,0,0,3583,148,466,0,0,6,0,0,0,12,0,0,3775,3535,12,0,12,1123543,1079837,0,3921,34,0,1,301,1,23,0,0,1,0,0
CA,7/31/2004,12,3,4,0,0,0,0,0,0,0,0,2029,102,282,0,0,0,0,0,0,3,0,0,2082,1966,3,0,3,625959,609081,0,1026,10,0,0,187,2,15,0,0,2,0,0
CA,8/31/2004,6,0,0,0,0,0,0,0,0,0,0,1173,87,138,0,0,0,0,0,0,0,0,0,1222,1181,0,0,0,375949,366662,0,0,0,0,0,153,0,7,0,0,0,0,0
CA,9/30/2004,6,4,0,0,0,0,0,0,0,0,0,675,33,53,0,0,0,0,0,0,0,0,0,625,592,0,0,0,194997,184072,0,0,4,0,0,123,0,2,0,0,0,0,0
CA,10/31/2004,10,5,1,0,0,0,0,0,0,0,0,290,15,14,0,0,0,0,0,0,0,0,0,230,212,0,0,0,62911,57251,0,0,4,0,0,33,0,4,0,0,1,0,0
CA,11/30/2004,2,0,0,0,0,0,0,0,0,0,0,210,14,6,0,0,0,0,0,0,0,0,0,183,178,0,0,0,49456,47509,0,0,3,0,0,25,0,1,0,0,0,0,0
CA,12/31/2004,0,1,0,0,0,0,0,0,0,0,0,87,19,9,0,0,0,0,0,0,0,0,0,71,63,0,0,0,18629,16715,0,0,2,0,0,11,0,8,0,0,0,0,0
CA,1/31/2005,1,1,1,0,0,0,0,0,0,0,0,68,6,14,0,0,0,0,0,0,0,0,0,65,63,0,0,0,18283,18283,0,0,5,0,0,10,0,0,0,0,1,0,0
CA,2/28/2005,0,0,0,0,0,0,0,0,0,0,0,54,3,6,0,0,0,0,0,0,0,0,0,54,27,0,0,0,11465,7185,0,0,0,0,0,5,0,0,0,0,0,0,0
CA,3/31/2005,0,0,0,0,0,0,0,0,0,0,0,18,1,2,0,0,0,0,0,0,0,0,0,15,7,0,0,0,3242,1989,0,0,0,0,0,12,0,0,0,0,0,0,0
CA,4/30/2005,1,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,5066,4662,0,0,1,0,0,7,0,0,0,0,0,0,0
CA,5/31/2005,1,2,0,0,0,0,0,0,0,0,0,32,1,0,0,0,0,0,0,0,0,0,0,26,17,0,0,0,6978,4931,0,0,0,0,0,0,0,0,0,0,2,0,0
CA,6/30/2005,0,1,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1428,228,0,0,0,0,0,2,0,0,0,0,1,0,0
CA,7/31/2005,0,1,0,0,0,0,0,0,0,0,0,7,1,32,0,0,0,0,0,0,0,0,2,19,18,1,0,1,4860,4860,0,270,2,0,0,3,0,0,0,0,1,0,0
CA,8/31/2005,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,694,694,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,9/30/2005,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,10/31/2005,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,416,393,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,11/30/2005,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,660,660,0,0,0,0,0,2,0,0,0,0,0,0,0
CA,12/31/2005,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,4725,4725,0,0,1,0,0,1,0,0,0,0,0,0,0
CA,1/31/2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,2/28/2006,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,27,27,0,0,0,8948,8678,0,0,0,0,0,3,0,0,0,0,0,0,0
CA,3/31/2006,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CA,4/30/2006,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,660,660,0,0,0,0,0,2,0,0,0,0,0,0,0
CA,5/31/2006,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,6/30/2006,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,7/31/2006,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CA,8/31/2006,0,0,0,0,0,0,0,0,0,0,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,0,0,0,0,0,0,2,0,0,0,0,0,0,0
CA,9/30/2006,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,10/31/2006,0,2,0,0,0,0,0,0,0,0,0,7,13,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,672,568,0,0,0,0,0,1,0,0,0,0,2,0,0
CA,11/30/2006,0,0,0,0,0,0,0,0,0,0,0,21,13,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,1420,1420,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,12/31/2006,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,1/31/2007,0,2,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,2/28/2007,0,2,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,544,544,0,0,0,0,0,1,0,0,0,0,2,0,0
CA,3/31/2007,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,4/30/2007,0,1,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,5/31/2007,0,2,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
CA,6/30/2007,0,0,0,0,0,0,0,0,0,0,0,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,7/31/2007,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,8/31/2007,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,9/30/2007,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1580,330,0,0,0,0,1,0,0,0,0,0,1,0,0
CA,10/31/2007,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
CA,11/30/2007,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,12/31/2007,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,1/31/2008,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CA,2/29/2008,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,3/31/2008,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,4/30/2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,9/30/2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,6/30/2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,5/31/2016, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
CO,3/31/2002,8046,68,570,39,0,7,25,1,3,0,0,6419,255,232,0,0,34,0,3,0,26,1,0,5432,5432,36,19,17,1729215,1729215,4517,5495,3081,11,9,0,0,21,0,0,0,0,0
CO,4/30/2002,8241,67,949,35,0,8,18,2,6,0,0,47136,1823,3735,0,0,241,18,31,0,145,9,31,52035,52035,448,276,172,16149766,16149766,73573,58363,10154,62,32,25,0,214,0,1,0,0,0
CO,5/31/2002,5488,43,538,31,1,4,31,0,1,0,0,65762,2714,5698,0,0,288,27,48,0,203,11,36,70214,70214,700,431,269,21256426,21256426,112948,89591,7437,51,33,963,1,192,1,0,0,0,0
CO,6/30/2002,4876,26,488,17,0,3,15,0,6,0,0,80002,2511,6763,0,0,297,14,25,0,265,8,49,81556,81556,750,409,341,24623420,24623420,106532,112693,5533,26,25,6170,22,156,0,1,0,0,0
CO,7/31/2002,4522,75,266,19,0,3,11,0,0,0,0,61620,2740,5341,0,0,254,18,30,0,232,7,44,65743,65743,559,278,281,19999493,19999493,72071,90874,5027,21,16,5575,25,179,0,0,0,0,0
CO,8/31/2002,4387,79,426,23,1,3,21,0,4,0,0,49203,2627,4150,0,0,193,12,28,0,197,11,31,50789,48591,693,197,221,15514820,14960605,51280,72086,4399,19,20,4075,23,179,0,0,0,0,0
CO,9/30/2002,4005,76,381,16,0,8,21,1,4,0,0,53543,2725,4318,0,0,210,17,36,0,206,22,41,55967,53428,812,254,246,17042746,16415453,69595,79039,4708,27,19,4018,14,191,1,0,0,0,0
CO,10/31/2002,4188,100,459,49,0,8,18,1,3,0,0,43730,2490,3525,0,0,217,16,50,0,212,17,27,46242,44250,732,252,240,14185444,13670288,70416,79047,4147,30,23,3279,11,225,5,0,0,0,0
CO,11/30/2002,3902,71,394,24,0,6,11,0,1,0,0,42385,1851,3430,0,0,308,11,53,0,184,5,31,44589,42642,744,346,211,13655823,13175917,101270,69442,4070,41,16,2922,17,189,6,1,0,0,0
CO,12/31/2002,3342,102,342,10,1,1,8,0,2,0,0,54301,2112,4576,0,0,364,24,62,0,185,0,44,57148,54742,872,398,219,17428158,16775014,116752,72877,4774,24,9,3937,15,128,0,0,0,0,0
CO,1/31/2003,6505,92,1335,37,2,12,16,0,9,0,0,38422,1706,3246,0,0,217,19,28,0,100,3,19,42380,39388,563,244,116,12606137,12056321,72526,36358,3151,20,6,3214,15,161,5,0,0,0,0
CO,2/28/2003,8101,59,959,28,2,8,34,2,4,0,0,37405,1715,3031,0,0,153,14,33,0,91,10,23,40154,37937,482,180,106,12041735,11565849,53292,34997,4609,22,21,2774,3,123,0,0,0,0,0
CO,3/31/2003,6478,63,681,31,2,7,23,1,4,0,0,47741,1662,4085,0,0,187,23,44,0,164,14,26,50944,48235,703,217,183,15296843,14721312,63563,62944,4894,14,20,2875,6,128,1,0,0,0,0
CO,4/30/2003,7412,79,689,48,2,13,24,0,6,0,0,46610,1926,3590,0,0,193,19,53,0,159,20,17,49624,47552,764,243,175,15088884,14546496,65420,60842,4851,38,17,2691,8,154,0,1,0,0,0
CO,5/31/2003,7222,71,668,35,3,9,36,1,5,0,0,47431,1919,3554,0,0,238,15,61,0,189,37,22,49473,47168,791,272,208,14952065,14391655,73747,70868,4690,26,20,3252,14,160,0,1,0,0,0
CO,6/30/2003,4835,77,424,22,0,7,22,1,3,0,0,55522,1953,4162,0,0,279,21,46,0,260,43,26,58942,55664,969,320,280,17643857,16777239,98521,97094,4983,25,24,3809,13,198,0,0,0,0,0
CO,7/31/2003,4406,79,360,20,0,4,28,2,3,0,0,45736,2021,3400,0,0,216,24,40,0,231,52,29,49906,46684,765,262,253,14834640,14054293,83243,88727,4241,23,26,3435,17,184,1,0,0,0,0
CO,8/31/2003,4345,86,336,17,1,2,25,1,2,0,0,43521,1976,3074,0,0,215,22,28,0,257,47,30,46285,43676,734,243,285,13859147,13175601,76424,101146,4503,18,29,3320,17,179,0,1,0,0,0
CO,9/30/2003,4225,72,351,20,0,2,21,5,3,0,0,51139,2234,3428,0,0,237,24,30,0,319,45,36,54496,51315,886,266,348,16360327,15539887,84154,123462,4792,21,28,3355,18,208,0,1,0,0,0
CO,10/31/2003,4031,72,325,19,5,3,25,2,4,0,0,43807,2319,3019,0,0,200,21,19,0,239,41,39,46934,44066,740,215,275,14124979,13384164,67640,96901,4075,15,19,2944,15,260,3,1,0,0,0
CO,11/30/2003,3668,78,307,23,0,6,28,0,3,0,0,46725,1778,3225,0,0,225,14,28,0,305,44,41,49247,46617,904,244,330,14697875,14035826,72403,116293,4146,27,31,3572,31,221,0,1,0,0,0
CO,12/31/2003,4053,89,357,20,2,3,21,0,2,0,0,44600,2096,3171,0,0,237,10,38,0,280,44,20,49412,46656,974,290,314,14679197,13983104,83879,111792,4625,29,24,3323,19,257,2,0,0,0,0
CO,1/31/2004,658,29,78,2,0,2,0,0,0,0,0,35752,1552,2499,0,0,133,4,27,0,217,25,18,38203,36113,660,140,235,11290593,10746469,40315,82579,1468,7,12,2913,22,192,2,0,0,0,0
CO,2/29/2004,29,18,11,0,0,0,0,0,1,0,0,23356,931,1576,0,0,74,5,4,0,132,16,19,24501,22563,374,74,143,7092970,6635079,21909,50366,110,0,1,3047,17,98,1,0,0,0,0
CO,3/31/2004,2,8,10,0,0,0,0,0,0,0,0,8475,532,524,0,0,29,0,3,0,60,8,9,9223,7951,168,30,70,2636535,2289489,8709,24881,31,1,0,2399,16,92,1,0,0,0,0
CO,4/30/2004,1,1,0,0,0,0,0,0,0,0,0,890,156,57,0,0,5,0,0,0,9,0,1,1320,670,13,4,5,368876,161445,667,1514,12,0,0,160,3,1,0,0,0,0,0
CO,5/31/2004,0,2,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,406,69,0,0,0,133425,16967,0,0,3,0,0,3,0,0,0,0,0,0,0
CO,6/30/2004,0,1,0,0,0,0,0,0,0,0,0,1,72,0,0,0,0,0,0,0,0,0,0,273,43,0,0,0,98228,10962,0,0,1,0,0,3,0,0,0,0,0,0,0
CO,7/31/2004,0,2,0,0,0,0,0,0,0,0,0,1,45,0,0,0,0,0,0,0,0,0,0,172,26,0,0,0,57771,6228,0,0,0,0,0,0,0,0,0,0,0,0,0
