st,rptdate,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51,c52
PR,3/31/1994,520,103,417,0,0,30,1,1,0,0,0,0,3,0,3,0,0,1,13469,2402,0,445,76,13,0,9,79,6,0,7,8034,14644,13567,491,249,86,112,1292021,1273635,1194428,49247,26298,10210,13350,115,104,11,0,1,2649,17,22
PR,4/30/1994,311,55,256,0,0,19,0,0,0,0,0,0,1,0,1,0,0,0,5738,648,0,196,29,12,0,4,49,5,0,4,3238,6189,5539,225,113,35,52,518203,516706,467464,22879,11643,4306,6294,47,43,4,0,1,914,5,7
PR,5/31/1994,231,49,182,0,0,11,1,1,0,0,0,0,1,0,1,0,0,0,3355,338,0,123,13,5,0,11,30,6,0,4,1924,3783,3281,150,127,75,33,302904,299700,262762,14312,13720,9100,3858,50,49,1,2,0,402,2,5
PR,6/30/1994,134,31,103,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,116,145,0,38,0,1,0,0,0,2,0,0,269,578,474,84,9,0,0,51899,48013,41445,7780,174,0,0,14,13,1,0,0,65,0,0
PR,7/31/1994,72,10,62,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,7,63,0,13,1,4,0,0,0,0,0,0,67,148,142,15,1,1,0,13880,11914,11512,1579,108,108,0,4,4,0,0,0,19,1,0
PR,8/31/1994,63,19,44,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,45,73,72,2,1,0,1,6220,5951,5893,130,120,0,120,2,2,0,0,0,14,0,1
PR,9/30/1994,30,11,19,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,14,0,0,0,0,0,0,0,0,0,0,37,159,157,1,6,0,0,15794,13564,13432,88,511,0,0,5,5,0,0,0,12,0,0
PR,10/31/1994,25,17,8,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,38,123,120,8,4,2,1,14647,13000,12773,952,345,178,120,3,3,0,0,0,5,1,1
PR,11/30/1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,24,57,54,13,0,0,0,5399,5337,5121,669,0,0,0,0,0,0,0,0,6,0,0
PR,12/31/1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22,65,65,0,0,0,0,5732,5410,5410,0,0,0,0,0,0,0,0,0,7,0,0
PR,1/31/1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,13,24,24,0,0,0,0,1665,1541,1541,0,0,0,0,0,0,0,0,0,0,0,0
PR,2/28/1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,50,50,0,0,0,0,5283,5237,5237,0,0,0,0,0,0,0,0,0,4,0,0
PR,3/31/1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,57,56,11,1,0,0,5730,4756,4682,935,11,0,0,0,0,0,0,0,8,0,0
PR,4/30/1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,0,0,0,0,0,0,0,0,0,0,33,81,79,2,1,0,0,7474,6747,6607,180,22,0,0,0,0,0,0,0,8,0,0
PR,5/31/1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,40,163,152,0,6,6,0,15725,14647,13919,0,188,188,0,0,0,0,0,0,9,0,0
PR,6/30/1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,2,0,0,17,33,33,0,4,2,0,3559,2824,2824,0,129,98,0,0,0,0,0,0,3,0,0
PR,7/31/1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,2,0,0,4,5,5,1,4,2,0,296,243,243,120,131,78,0,0,0,0,0,0,1,0,0
PR,8/31/1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,0,3,23,23,0,0,0,0,1880,1880,1880,0,0,0,0,0,0,0,0,0,1,0,0
PR,9/30/1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,0,2,2,0,507,314,314,0,36,36,0,0,0,0,0,0,3,0,0
PR,10/31/1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,211,211,211,0,0,0,0,0,0,0,0,0,2,0,0
PR,11/30/1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,0,2,2,0,600,600,600,0,26,26,0,0,0,0,0,0,0,0,0
PR,12/31/1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PR,1/31/1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PR,2/29/1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RI,10/31/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RI,11/30/1991,11379,11006,299,74,0,156,23,23,0,0,0,2,13,13,0,0,0,0,8270,4,0,109,15,0,0,1,4,0,0,0,8825,9308,8689,100,45,16,3,1853559,1853559,1760178,22812,6283,2943,794,9308,9208,100,16,3,0,0,0
RI,12/31/1991,4798,3952,791,55,0,6,18,17,1,0,0,0,18,17,1,0,0,0,43940,591,3,209,87,2,0,7,27,0,0,0,29838,45680,42405,2078,161,95,26,9336794,9336794,8833365,472180,27065,16406,6498,3586,3086,500,14,7,2,0,0
RI,1/31/1992,3579,2756,786,37,0,277,18,14,4,0,0,0,5,4,1,0,0,1,50464,1125,29,3502,139,6,0,10,23,0,0,0,33933,53550,49828,3444,215,149,23,10722753,10722753,10160810,767188,37835,28105,5652,2474,2225,249,11,2,3841,1,0
RI,2/29/1992,2818,1950,843,25,0,185,12,11,1,0,0,0,16,15,1,0,0,0,40692,1142,0,3107,143,9,0,8,54,1,0,4,29094,43370,40533,2951,244,148,57,8757125,8757125,8329276,661005,46047,28080,14126,2777,2566,211,10,13,1192,0,1
RI,3/31/1992,3043,2277,724,42,0,205,13,11,2,0,0,2,21,18,3,0,0,2,60231,1329,0,4113,177,18,0,13,178,10,0,6,38251,63883,60525,3918,408,189,177,12988139,12988139,12467686,880021,82842,34895,43505,2936,2771,165,7,19,991,1,2
RI,4/30/1992,3070,2319,722,29,0,218,13,12,1,0,0,5,35,33,2,0,0,3,56786,1396,1,4331,181,25,0,23,239,6,0,27,36790,60604,57168,4094,501,204,261,12340589,12340589,11814290,920480,102880,36404,63240,3210,2889,321,10,27,1478,3,0
RI,5/31/1992,2715,1956,732,27,0,141,15,12,3,0,0,1,21,17,4,0,0,2,46784,1494,9,3843,204,42,0,27,297,5,0,22,31139,50372,47363,3765,581,231,320,10296128,10296128,9834669,865727,118025,40826,74337,2545,2291,254,8,17,3019,2,0
RI,6/30/1992,2774,1971,765,38,1,114,9,7,2,0,0,1,17,14,3,0,0,2,45748,1471,0,4287,215,26,0,42,346,4,0,45,29193,16841,16037,1340,700,316,346,10147107,10147107,10018127,307548,138109,41785,92891,2264,2168,95,3,14,323,0,0
RI,7/31/1992,3352,2575,745,32,0,171,5,3,2,0,0,1,19,13,6,0,0,0,43690,1367,5,3356,235,24,0,52,358,5,0,35,25045,46925,44386,3318,724,271,407,9527960,9527355,9134694,765221,145592,44077,97922,2914,2763,151,4,13,1683,8,5
RI,8/31/1992,3772,2751,1004,17,0,97,15,13,2,0,0,2,21,18,3,0,0,2,44978,1110,14,2791,187,15,0,32,354,10,0,42,25463,47977,45368,2784,622,223,378,9734733,9734733,9327310,649529,124836,35652,87878,2781,2693,88,10,16,1123,0,5
RI,9/30/1992,3890,2559,1303,28,0,173,7,6,1,0,0,5,25,20,5,0,0,4,52364,1098,0,3019,252,18,0,36,423,11,0,43,29196,54778,51265,2984,764,278,463,11357874,11357874,10815376,698433,154802,43935,109391,2601,2453,148,9,20,1133,3,3
RI,10/31/1992,4010,2447,1549,14,0,113,14,8,6,0,0,0,29,22,7,0,0,4,47542,1034,0,3201,225,11,0,56,411,9,0,43,26239,49059,45276,3094,740,269,450,10115086,10115086,9519362,716145,148795,42054,104946,2471,2389,82,7,19,1231,3,13
RI,11/30/1992,4692,2793,1868,31,0,139,17,11,6,0,0,1,22,15,7,0,0,5,52413,979,4,2986,246,9,0,43,429,11,0,54,24968,51741,47702,2822,760,284,452,11021934,11021934,10403015,641815,151812,42155,107717,2841,2655,186,10,15,1543,11,12
RI,12/31/1992,8317,5331,2948,38,0,179,17,12,5,0,0,43,27,18,9,0,0,7,58573,1094,0,3513,234,18,0,58,488,15,0,82,33156,60282,54692,3283,940,293,587,12818893,12818893,11935900,739681,184966,44784,140122,5423,5271,152,12,20,1974,4,13
RI,1/31/1993,6238,3923,2281,34,0,174,14,8,6,0,0,1,38,24,14,0,0,3,54772,989,4,2876,209,13,0,57,473,23,0,87,32684,57609,52028,2843,828,268,555,11913145,11913145,10885811,633838,176187,4257,13169,3930,3799,131,9,20,1906,6,17
RI,2/28/1993,4475,2502,1952,21,0,191,11,7,4,0,0,4,22,17,5,0,0,4,47491,911,0,2965,204,19,0,53,443,18,0,75,28640,52111,47589,3043,796,261,527,10687685,10687685,9996330,664560,169678,44295,124844,2609,2455,154,8,17,1751,9,19
RI,3/31/1993,5139,2853,2253,33,1,246,15,10,5,0,0,8,25,17,8,0,0,8,60178,1093,1,3522,228,34,0,98,567,40,0,108,34584,62978,57571,3497,983,322,655,12917744,12917744,12071802,773628,148002,38523,109064,2964,2776,188,8,18,1916,10,21
RI,4/30/1993,4974,2748,2198,28,2,140,27,12,15,0,0,2,30,17,13,0,0,2,48388,936,0,2839,226,25,0,77,444,29,0,76,28541,50983,46145,2816,852,305,542,10443892,10443892,9715755,609697,7387,2511,4618,2760,2654,106,13,19,1495,3,9
RI,5/31/1993,4045,2191,1816,38,0,179,23,13,10,0,0,3,25,17,8,0,0,11,44721,807,0,2464,255,23,0,73,489,17,0,79,26695,47476,43271,2455,900,338,558,9521204,9521204,8898357,540603,6376,2456,2932,2260,2132,128,13,23,1397,2,11
RI,6/30/1993,5103,2821,2253,29,0,160,20,12,8,0,0,4,29,19,10,0,0,6,52743,840,2,3053,361,18,0,96,517,12,0,112,31631,56570,51768,3036,1116,469,645,11297768,11297768,10599289,667088,7003,3242,3547,2848,2733,115,13,20,1796,10,18
RI,7/31/1993,6553,3688,2832,33,0,158,17,11,6,0,0,1,15,8,7,0,0,5,47944,719,3,2703,298,14,0,85,438,8,0,91,29876,51501,47057,2679,899,382,515,10070128,10070128,9436473,589933,4101,2287,1600,3543,3428,115,13,12,1515,6,15
RI,8/31/1993,4518,2590,1897,31,0,163,17,10,7,0,0,3,27,19,8,0,0,7,55047,678,0,2707,341,17,0,81,420,12,0,77,32113,58163,53838,2110,944,449,494,11214243,11214243,10584471,583087,196427,75671,120659,3093,2925,168,10,17,1665,16,20
RI,9/30/1993,4731,2404,2230,97,0,125,30,16,14,0,0,1,23,13,10,0,0,4,46995,931,3,2487,297,19,0,48,374,13,0,78,27601,48192,43621,2481,783,348,434,9290440,9290440,8649366,528379,158984,58566,100396,2308,2238,70,15,9,1479,12,15
RI,10/31/1993,1982,311,1620,51,5,181,9,4,4,1,0,1,6,3,3,0,0,5,41397,982,4,2557,271,17,0,36,309,10,0,74,22417,41452,37581,2417,682,329,352,8141258,8141258,7575928,513877,136959,50962,85935,311,233,78,1,7,1344,7,17
RI,11/30/1993,2952,796,2125,31,0,58,19,10,9,0,0,1,10,0,10,0,0,5,41226,840,0,2552,355,8,0,36,277,2,0,75,23151,43391,39443,2488,751,418,332,8451375,8451375,7875964,529377,147230,64743,82425,765,740,25,11,1,1800,11,11
RI,12/31/1993,8168,4137,3983,48,1,207,56,48,8,0,0,3,43,31,12,0,0,10,48862,997,0,2641,492,5,0,98,394,4,0,77,24796,47418,42321,2617,1050,613,437,9415142,9415142,8662207,575167,197591,89783,107808,4140,3971,169,28,19,2438,16,17
RI,1/31/1994,4943,1948,2940,55,0,135,14,9,5,0,0,2,23,10,13,0,0,7,40211,801,0,2206,380,0,0,29,259,14,0,85,24801,41317,36944,1898,689,397,292,8012920,8012920,7362878,399494,129313,56129,73184,1774,1700,74,7,12,3397,37,29
RI,2/28/1994,2597,688,1887,22,11,137,8,3,5,0,0,1,8,4,4,0,1,4,31813,462,0,1798,238,2,0,18,174,12,0,62,17633,31792,28458,1725,425,248,177,6095996,6095996,5612775,365037,72025,28265,43760,903,816,87,5,3,2187,8,22
RI,3/31/1994,1328,18,1308,2,11,42,5,0,5,0,1,0,4,0,4,0,0,2,24475,345,0,1673,278,0,0,20,147,5,0,35,14453,25585,22628,1525,402,276,126,4649238,4649238,4235122,321106,57516,24098,33418,44,25,19,0,0,2320,4,3
RI,4/30/1994,1344,0,1344,0,4,11,8,0,8,0,0,1,3,0,3,0,0,1,13067,161,0,668,193,0,0,17,89,6,0,17,7778,13382,11634,668,269,196,73,2107579,2107579,1890350,121193,35642,16083,19559,6,6,0,0,0,1291,9,5
RI,5/31/1994,92,3,89,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3603,29,0,181,40,0,0,36,33,1,0,2,2450,3576,3124,181,81,64,17,457358,457358,403936,25664,8959,4520,4439,2,2,0,0,0,333,2,6
RI,6/30/1994,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,17,0,2,0,0,0,0,0,0,0,0,18,41,36,2,0,0,0,8627,8627,8203,362,0,0,0,2,2,0,0,0,0,0,0
RI,7/31/1994,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,0,0,3,10,8,0,0,0,0,2409,2409,2206,0,0,0,0,0,0,0,0,0,0,0,0
RI,8/31/1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12,0,0,0,0,342,342,342,0,0,0,0,0,0,0,0,0,1,0,0
SC,10/31/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC,11/30/1991,5267,5260,7,0,0,3,27,27,0,0,0,0,5,5,0,0,0,0,2374,5,19,60,9,0,0,0,1,0,0,0,1838,1838,1777,44,7,7,0,265525,265525,259728,7472,2029,1098,0,1838,1794,44,7,0,0,0,0
SC,12/31/1991,13783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83074,0,0,0,0,0,0,0,0,0,0,0,76088,76088,0,0,0,0,0,11410326,11410326,0,0,0,0,0,11652,0,0,0,0,0,0,0
SC,1/31/1992,4677,4535,142,0,0,5,39,36,3,0,0,0,21,21,0,0,0,0,53322,3446,192,4091,501,35,0,57,147,25,0,51,48560,53661,50283,3660,681,508,173,7248838,7248838,6952215,574817,132468,72475,28571,5156,4782,374,41,39,0,0,0
SC,2/29/1992,3662,3455,207,0,0,160,25,25,0,0,0,2,26,26,0,0,0,2,52016,4229,155,3663,510,77,0,41,166,45,0,50,51029,53640,50440,3424,722,520,202,7282425,7282425,7000122,541356,143437,74897,33642,2990,2812,178,26,21,3,0,0
SC,3/31/1992,3791,3460,331,0,0,179,27,22,5,0,0,0,47,47,0,0,0,6,66394,7405,151,4413,604,110,5,54,362,51,0,50,65473,68023,63819,4130,1030,631,399,9255979,9255979,8877223,647094,217645,91839,67917,3099,2925,174,21,47,80,1,3
SC,4/30/1992,3525,3177,348,11,0,139,116,114,2,1,0,2,45,44,1,0,0,7,60181,7401,206,4501,737,102,2,58,401,76,0,87,59622,62087,57640,4233,1214,759,455,8481543,8481543,8086217,664233,195375,116915,78460,2690,2523,167,102,50,431,5,12
SC,5/31/1992,3179,2811,352,16,0,128,44,40,3,1,0,2,45,44,1,0,0,3,53901,9698,237,3947,961,144,0,53,429,95,0,78,53445,55532,51159,3665,1446,960,486,7624842,7624842,7238509,577924,301305,155073,84359,2380,2222,158,42,43,2593,30,6
SC,6/30/1992,3542,3087,449,6,0,150,30,25,5,0,0,2,51,47,4,0,0,0,52979,7582,168,3617,944,121,0,74,637,89,0,73,51538,53723,48997,3402,1612,941,671,7367761,7367761,6955158,533119,332281,154108,116048,2720,2574,146,26,55,2340,28,3
SC,7/31/1992,4201,3783,418,0,0,157,43,40,3,0,0,1,50,48,2,0,0,2,44434,8132,281,3317,856,163,8,54,657,148,0,68,43404,45656,41301,3159,1553,862,691,6272684,6272684,5889776,497820,318030,143213,120993,2911,2743,168,33,49,1451,15,6
SC,8/31/1992,5653,5101,552,0,0,221,30,28,2,0,0,1,44,38,6,0,0,8,56461,6172,236,3335,854,120,0,34,672,120,0,76,52551,57235,44613,3091,1630,862,768,7397753,7397753,6411586,484274,331360,143104,133081,4736,4545,191,23,45,1208,14,9
SC,9/30/1992,3865,3264,582,19,0,156,135,134,1,0,0,3,68,61,7,0,0,9,53591,5752,262,3566,883,120,5,49,737,117,3,115,52222,54538,47923,3249,1774,917,857,7577570,7577570,7007833,5095666,305169,154485,150684,2841,2687,154,102,73,1271,12,17
SC,10/31/1992,3757,3037,702,18,0,151,75,65,9,1,0,3,83,72,11,0,0,16,45851,6989,221,3198,1201,120,0,62,763,176,1,140,44824,46863,41445,3011,2197,1291,906,6519943,6519943,6057826,478271,383149,223261,159888,2508,2353,155,106,82,1276,68,15
SC,11/30/1992,3698,3069,608,21,0,120,49,41,8,0,0,2,51,45,6,0,0,5,45446,4877,181,2579,994,114,6,53,791,189,2,135,43773,45811,40278,2424,2026,1074,952,6334143,6334143,5865118,384943,351016,183442,167574,2592,2472,120,41,62,2303,33,43
SC,12/31/1992,5003,4199,784,20,0,121,53,43,10,0,0,4,74,68,6,0,0,11,48531,5222,223,2961,1210,114,0,55,886,168,0,173,46246,48785,41992,2800,2346,1261,1085,6623724,6623724,6060009,450402,408413,217497,190916,3629,3491,138,44,78,2152,26,24
SC,1/31/1993,6729,6050,668,11,0,136,44,38,6,0,0,2,90,78,12,0,0,8,46308,6691,300,2507,1057,120,0,72,852,186,0,158,43047,46023,37738,2331,2139,1113,1026,6180172,6180172,5433953,364932,373566,191916,181650,5331,5187,144,41,84,1422,12,37
SC,2/28/1993,4001,3424,552,25,0,115,31,26,5,0,0,2,95,86,9,0,0,17,40480,4743,161,2309,865,106,8,63,897,186,2,148,39073,40944,35338,2133,1959,918,1041,5588110,5588110,5113230,336458,339330,153929,185401,2981,2864,117,33,89,1416,120,25
SC,3/31/1993,5244,3958,1273,13,0,324,45,36,9,0,0,5,151,140,11,0,0,38,54849,4903,259,2648,764,113,0,56,1390,207,3,246,52291,54644,48258,2439,2412,801,1611,7480307,7480307,6923289,380327,418795,127416,291379,5530,5311,219,53,168,1571,44,43
SC,4/30/1993,4396,3564,813,19,0,229,34,28,6,0,0,4,129,126,3,0,0,28,53689,5553,213,2901,569,127,0,72,1463,304,0,294,52196,54481,48631,2788,2374,637,1737,7462727,7462727,6933374,434834,418605,101983,316622,3797,3632,165,30,144,1424,36,37
SC,5/31/1993,4052,3296,737,19,0,196,20,15,5,0,0,2,113,100,13,0,0,31,53540,4212,218,2594,485,92,10,47,1505,216,0,323,52530,53853,48360,2492,2339,516,1823,7439972,7439972,6938704,389304,414548,82346,332202,3269,3134,135,20,139,1415,26,35
SC,6/30/1993,4457,3572,876,9,0,188,38,36,2,0,0,1,93,79,14,0,0,34,66886,3911,149,3115,565,89,0,50,1803,215,0,452,65014,66866,59896,2928,2830,617,2213,9231396,9231396,8591344,462253,502518,98095,404423,3658,3525,133,36,105,1889,17,50
SC,7/31/1993,5358,4580,767,11,0,215,50,44,6,0,0,6,108,100,8,0,0,38,57277,4468,193,2865,504,97,2,59,1419,266,4,430,54644,57327,50848,2737,2418,585,1833,7920237,7920237,7315520,427648,430306,94479,335827,4292,4164,128,44,116,2099,22,65
SC,8/31/1993,4984,4159,810,15,0,219,33,30,3,0,0,6,107,95,12,0,0,30,62901,3814,144,2971,655,77,0,72,1563,200,0,462,60692,62610,55908,2704,2764,750,2014,8675201,8675201,8082331,430877,489034,119917,369117,4019,3866,153,42,110,2674,30,81
SC,9/30/1993,4527,3642,861,24,0,224,48,39,9,0,0,7,107,90,17,0,0,23,51790,3632,170,2717,518,63,1,72,1183,201,0,455,49842,51729,45596,2471,2184,584,1600,7182928,7182928,6624017,391617,380263,88067,292196,3538,3391,147,33,100,2268,20,87
SC,10/31/1993,1438,717,711,10,0,96,10,6,4,0,0,1,23,9,14,0,0,10,44492,4269,115,2311,513,82,0,60,929,229,0,308,42342,44240,39088,2079,1785,545,1240,6164827,6164827,5704879,326502,308874,81081,227793,1193,1141,52,14,28,1593,20,49
SC,11/30/1993,1708,799,899,10,0,72,14,10,4,0,0,2,24,14,10,0,0,13,40864,2668,67,1863,488,43,0,60,858,149,0,244,38791,41319,36056,1751,1624,534,1090,5745311,5745311,5279800,280316,278291,78591,199700,933,919,14,9,20,2782,24,70
SC,12/31/1993,4953,4120,806,27,0,237,47,41,6,0,0,2,90,80,10,0,0,33,42472,3015,281,2086,462,65,0,51,776,190,0,246,35247,43253,37461,1895,1547,518,1029,5942222,5942222,5418974,305096,264417,78554,185863,4375,4167,208,52,106,4191,67,123
SC,1/31/1994,3741,2963,757,21,0,205,30,28,2,0,0,5,69,54,15,0,0,22,29761,2948,169,1646,287,76,7,42,470,202,0,203,27597,29408,23973,1421,980,315,665,3953510,3953510,3475645,229382,163832,43621,120211,2922,2784,138,29,66,3432,44,87
SC,2/28/1994,1165,728,434,3,0,82,8,6,2,0,0,2,20,10,10,0,0,7,20051,1614,82,1152,202,39,0,18,298,83,0,48,19245,20092,16839,1003,612,199,413,2718544,2718544,2451195,165638,104806,29025,75781,1258,1176,82,11,26,2139,19,57
SC,3/31/1994,518,12,506,0,0,46,2,0,2,0,0,0,3,0,3,0,0,1,11441,962,19,709,114,33,0,7,187,62,0,47,10566,11135,8755,564,329,116,213,1431978,1431978,1257472,91258,51227,14782,36445,126,107,19,1,0,2011,22,46
SC,4/30/1994,277,0,275,2,0,13,3,0,3,0,0,0,3,0,3,0,0,2,4601,386,7,175,49,9,0,0,32,41,0,18,3967,4294,2834,113,94,47,47,517529,517529,402834,15956,12557,4614,7943,41,40,1,0,0,359,8,4
SC,5/31/1994,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,896,120,7,34,8,2,0,0,11,6,0,6,800,894,614,27,23,7,16,106678,106678,86800,2972,3436,689,2747,18,18,0,0,0,68,1,1
SC,6/30/1994,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,32,2,3,0,1,0,0,0,5,0,0,28,41,19,9,4,0,4,4216,4216,2917,874,333,0,333,3,3,0,0,0,2,0,0
SC,7/31/1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,19,0,0,0,1,0,0,0,0,0,0,8,16,1,3,0,0,0,1078,1078,107,171,0,0,0,1,1,0,0,0,0,0,0
SC,8/31/1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,0,0,0,1,0,0,0,0,0,0,11,23,0,4,0,0,0,963,963,0,158,0,0,0,0,0,0,0,0,0,0,0
SC,9/30/1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,9,10,0,3,0,0,0,714,714,0,265,0,0,0,0,0,0,0,0,0,0,0
SD,10/31/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SD,11/30/1991,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,555,555,555,0,0,0,0,4,4,0,0,0,0,0,0
SD,12/31/1991,349,349,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,644,0,0,0,0,0,0,0,0,0,0,0,605,650,605,38,52,17,7,70502,70303,66468,4628,4959,2095,952,299,282,17,7,3,0,0,0
SD,1/31/1992,284,218,8,58,0,17,6,6,0,0,0,0,6,6,0,0,0,0,1668,395,0,91,51,0,0,1,21,0,0,0,1654,1760,1646,92,100,51,21,201469,201469,189955,9899,11019,6437,2974,220,205,15,5,2,1,0,0
SD,2/29/1992,117,93,22,2,0,14,4,4,0,0,0,0,5,5,0,0,0,0,1549,316,0,107,44,0,0,9,17,0,0,5,1580,1665,1578,110,102,49,22,196402,196402,187755,12897,10923,6360,299,138,126,12,5,3,1,0,0
SD,3/31/1992,107,86,18,3,0,4,8,8,0,0,0,0,3,3,0,0,0,0,1601,516,0,125,55,8,0,1,19,9,0,6,1619,1735,1633,127,115,49,25,206136,206136,195959,15876,11836,6279,3434,231,218,13,7,3,1,0,0
SD,4/30/1992,135,107,25,3,0,17,5,4,1,0,0,0,6,6,0,0,0,0,1806,727,0,170,73,21,0,0,37,31,0,1,1793,1908,1804,164,158,59,32,225164,224980,214886,20665,15676,7764,4413,218,197,21,4,4,1,0,0
SD,5/31/1992,112,83,23,6,0,2,2,2,0,0,0,0,0,0,0,0,0,0,1205,576,0,115,63,10,0,0,27,21,0,0,1330,1402,1311,136,125,52,25,165939,165939,157153,17076,13453,6931,3575,132,123,9,5,2,8,0,1
SD,6/30/1992,95,58,31,6,0,7,0,0,0,0,0,0,2,2,0,0,0,0,1046,547,0,110,44,13,0,0,19,40,0,0,1102,1168,1092,125,79,36,16,139546,139546,132532,14549,8677,4710,2219,100,92,8,0,3,59,4,1
SD,7/31/1992,102,82,18,2,0,6,8,6,2,0,0,0,3,2,1,0,0,0,1119,663,0,115,39,12,0,0,17,45,0,1,1166,1248,1147,124,77,26,17,149073,148845,139487,15704,8270,3483,2455,142,132,10,0,3,27,3,1
SD,8/31/1992,95,79,15,1,0,7,4,2,2,0,0,0,1,1,0,0,0,0,878,509,0,103,28,16,0,0,18,35,0,0,891,995,902,106,62,20,21,119046,119046,110173,13206,6816,2574,3076,98,89,9,3,0,27,0,0
SD,9/30/1992,107,66,37,4,0,7,2,1,1,0,0,0,38,0,38,0,0,0,783,483,0,87,17,8,0,0,9,21,0,16,820,875,780,84,48,13,24,106077,106077,96257,11574,5782,1318,3398,97,89,8,3,5,14,1,0
SD,10/31/1992,117,81,34,2,0,11,13,11,2,0,0,0,63,2,61,0,0,0,873,576,0,127,16,12,0,1,15,18,0,16,932,1006,921,130,51,14,26,124335,124335,115739,16589,6372,1930,3872,111,94,17,2,2,16,0,1
