st,rptdate,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51,c52
AK,10/31/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,11/30/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,12/31/1991,4878,4717,161,0,0,631,84,81,3,0,0,40,49,14,0,35,0,3,17174,155,0,1452,291,0,0,82,17,0,0,0,0,15516,0,1176,0,312,14,0,2603500,0,212046,0,56308,2640,0,0,0,0,0,0,0,0
AK,1/31/1992,2102,1752,318,32,0,393,40,37,3,0,0,14,3,3,0,0,0,1,18322,724,0,3850,307,6,0,227,42,16,0,13,10832,20798,19828,3652,1093,503,52,3424876,3329127,3283834,653774,99067,88698,10369,1949,1558,391,57,6,480,11,0
AK,2/29/1992,1689,1385,279,25,0,459,28,27,1,0,0,29,9,8,1,0,0,1,15180,790,0,3430,263,6,0,216,40,6,0,15,9501,17528,16499,3572,946,444,68,2904373,2814720,2758106,628917,96422,80444,18978,1381,1073,308,36,10,267,6,0
AK,3/31/1992,2689,2240,428,21,0,683,51,46,5,0,0,45,17,13,4,0,0,4,21976,1034,4,5072,414,19,0,331,98,18,0,18,14474,25708,24166,4759,1376,708,116,4237165,4085978,4004496,826433,157950,131742,26208,2035,1607,428,67,9,348,5,0
AK,4/30/1992,2372,1783,527,62,0,343,34,29,5,0,0,22,14,10,4,0,0,4,19846,1048,0,5213,376,26,0,338,114,14,0,25,13328,22586,21052,4141,1297,613,127,3724941,3622763,3535340,720843,141002,113735,27267,1570,1326,244,44,12,285,6,0
AK,5/31/1992,1994,1411,527,56,0,412,33,29,4,0,0,19,17,16,1,0,0,3,17482,980,0,4533,293,12,0,304,147,11,0,37,11679,20721,19076,4190,1293,576,184,3454370,3348807,3247666,752724,143691,104782,38909,1435,1200,235,36,20,417,13,0
AK,6/30/1992,1953,1145,762,46,0,311,17,14,3,0,0,17,13,10,3,0,0,2,18791,1063,0,4729,299,16,0,281,185,10,0,53,12458,22028,20205,4197,1243,528,215,3633101,3545202,3417012,745548,138777,91845,46932,1264,1067,197,30,9,355,5,0
AK,7/31/1992,1806,1077,662,67,0,316,12,10,2,0,0,18,17,13,4,0,0,3,14662,1066,0,4392,215,20,0,268,194,13,0,50,9850,17506,16070,3852,1068,433,224,2883945,2798066,2703898,680776,123232,77510,45722,887,680,207,15,13,310,9,2
AK,8/31/1992,2182,1206,904,72,0,408,23,14,9,0,0,18,22,18,4,0,0,6,16429,969,0,4385,232,17,0,257,226,23,0,61,10775,19554,17611,4034,1186,434,283,3261567,3174426,3029384,724258,140370,82026,58344,1185,966,219,16,20,329,12,2
AK,9/30/1992,2581,1188,1320,73,0,340,51,29,22,0,0,14,17,10,7,0,0,8,16745,1074,0,4463,266,20,0,253,221,39,0,70,11070,19905,17754,4124,1189,475,284,3317349,3229577,3064974,735506,148135,90800,57335,1072,886,186,35,16,380,8,3
AK,10/31/1992,3238,1396,1749,93,0,611,56,18,38,0,0,31,28,21,7,0,0,11,18409,1239,0,5155,344,32,0,258,206,41,0,56,12815,22029,19673,4577,1397,600,244,3848016,3607817,3424236,823358,171582,121141,50441,1323,1039,284,33,12,459,15,4
AK,11/30/1992,2898,1515,1312,71,0,575,40,23,17,0,0,39,23,16,7,0,0,11,23675,1260,0,5447,399,14,0,321,244,43,0,88,15139,27470,24824,4773,1671,656,316,4724805,4589381,4406728,848851,184379,122358,62021,1548,1276,272,36,21,680,20,7
AK,12/31/1992,2849,1502,1257,90,0,463,44,30,14,0,0,21,30,23,7,0,0,9,24464,1461,0,5801,451,14,0,361,272,51,0,83,15969,29098,26274,5403,1880,804,355,5073820,4931621,4724988,978964,210322,143445,66877,1604,1324,280,45,28,868,7,9
AK,1/31/1993,3053,1920,1034,99,0,830,45,33,12,0,0,39,34,28,6,0,0,16,23465,1477,0,5948,401,25,0,395,276,57,0,106,15859,27737,25270,5438,1725,712,374,4950448,4822316,4645170,1006691,207995,131814,76181,1818,1410,408,48,28,743,18,6
AK,2/28/1993,2728,1688,956,84,0,522,38,28,10,0,0,31,30,23,7,0,0,4,23513,1302,0,5361,408,34,0,349,325,39,0,86,15386,27756,25048,5093,1759,739,397,4933575,4800567,4602830,927699,216966,135497,81469,1702,1376,326,44,31,725,27,6
AK,3/31/1993,3775,2380,1289,106,0,790,79,54,25,0,0,61,36,25,11,0,0,8,28790,1442,0,6212,582,32,0,402,463,62,0,101,19321,33740,30482,5970,2238,935,556,5863061,5718471,5487212,1077922,288654,174207,114447,2859,2355,504,99,26,1060,25,4
AK,4/30/1993,4704,3086,1505,113,0,1246,111,86,25,0,0,93,38,32,6,0,0,18,32548,1149,0,8947,836,25,0,664,453,62,0,135,22680,39751,35690,8615,2771,1433,584,6795816,6636834,6326326,1556053,387109,265628,121481,3620,2794,826,154,42,771,16,6
AK,5/31/1993,3198,1834,1305,59,0,643,64,44,20,0,0,35,34,23,11,0,0,10,30019,967,0,8210,794,26,0,648,470,38,0,140,21082,37512,32806,8116,2794,1384,601,6294642,6115758,5738614,1451164,381951,261026,120925,2310,1834,476,99,34,647,19,11
AK,6/30/1993,3455,1743,1623,89,0,618,54,34,20,0,0,23,29,17,12,0,0,9,32387,959,0,8989,872,19,0,719,519,50,0,172,22944,40058,35083,8741,3011,1528,637,6689495,6494191,6096622,1563103,421789,287706,134083,2077,1685,392,47,14,789,12,13
AK,7/31/1993,2731,1318,1326,87,0,542,39,27,12,0,0,30,32,18,14,0,0,8,23943,943,0,8287,649,22,0,701,394,49,0,124,17988,30410,27112,7943,2449,1327,493,5163284,5029076,4762180,1450402,351472,248619,102853,1391,1049,342,44,29,788,14,16
AK,8/31/1993,2831,1230,1515,86,0,633,32,17,15,0,0,24,32,18,14,0,0,13,26508,844,0,8098,702,27,0,682,390,59,0,120,18848,33062,29208,7742,2465,1316,484,5616813,5481403,5174032,1416154,351330,249076,102254,1515,1203,312,39,23,1101,41,11
AK,9/30/1993,3176,1253,1837,86,0,746,59,28,31,0,0,37,30,19,11,0,0,7,21495,885,0,7618,543,19,0,528,292,61,0,118,15896,27719,23895,7256,1966,1045,390,4676514,4562744,4233634,1306043,277513,195113,82400,1370,1016,354,35,19,1264,72,11
AK,10/31/1993,2143,227,1851,65,0,394,29,6,23,0,0,33,29,7,22,0,0,8,20265,693,0,7194,487,18,0,471,303,43,0,120,15320,25851,22338,6831,1823,876,384,4343365,4230426,3927338,1205882,241631,159305,82326,928,675,253,23,15,906,31,8
AK,11/30/1993,3014,1390,1560,64,0,575,46,31,15,0,0,28,25,9,16,0,0,7,22312,610,0,6621,488,9,0,434,330,26,0,99,16163,29550,25679,6692,1979,914,407,29550,4857195,4526436,1174347,245037,159183,85854,1165,951,214,27,12,1087,44,14
AK,12/31/1993,3409,1742,1599,68,0,766,72,44,28,0,0,52,24,14,10,0,0,7,24162,615,0,7145,501,11,0,430,308,30,0,102,17544,31181,27358,7226,1969,987,407,5458522,5129101,4829530,1261666,265947,177842,88105,1989,1544,445,84,15,1564,39,13
AK,1/31/1994,2301,1140,1101,60,0,525,41,22,19,0,0,28,16,8,8,0,0,6,22257,453,0,6580,493,1,0,511,284,22,0,118,16360,27064,23762,6221,1795,934,376,4663410,4560733,4308096,1118579,240352,161920,78432,1635,1292,343,48,11,2027,58,17
AK,2/28/1994,972,84,870,18,0,213,12,2,10,0,0,10,7,0,7,0,0,4,7431,315,0,2818,225,2,0,253,105,14,0,52,6149,10228,8251,2860,789,445,157,1734550,1683133,1521828,504809,110468,78468,32000,342,205,137,16,2,827,31,11
AK,3/31/1994,919,5,901,13,0,139,10,0,10,0,0,8,7,0,7,0,0,6,5162,185,0,2093,129,11,0,246,97,5,0,42,4094,6923,5318,1959,609,355,135,1169721,1128434,992668,347395,85680,61335,24345,55,34,21,1,1,640,29,12
AK,4/30/1994,541,1,533,7,0,108,32,0,32,0,0,6,3,0,3,0,0,0,3248,93,0,1154,129,0,0,117,70,3,0,16,2646,4022,2944,1069,386,221,65,681488,642373,549058,182525,48793,36869,11924,25,16,9,0,0,380,23,7
AK,5/31/1994,151,1,148,2,0,16,0,0,0,0,0,0,1,0,1,0,0,2,1391,65,0,467,76,0,0,49,25,3,0,6,889,12277,905,292,145,79,19,213384,197484,165616,47617,17883,14291,3592,5,5,0,0,0,92,3,6
AK,6/30/1994,43,0,43,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,103,15,0,83,5,0,0,13,0,0,0,0,125,109,75,46,14,6,6,24731,15051,12012,7892,2929,1609,1320,3,1,2,0,0,8,1,0
AK,7/31/1994,3,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,73,10,0,33,5,0,0,4,0,0,0,0,1104,84,70,12,2,1,1,150619,10218,9416,25554,5253,43,347,195,162,33,3,1,342,41,4
AK,8/31/1994,15,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,301,1,0,164,28,0,0,17,1,0,0,4,391,50,45,6,4,4,0,22451,5707,5287,6757,1647,867,0,14,14,0,0,0,252,9,0
AK,9/30/1994,8,1,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,68,2,0,0,1,0,0,0,0,615,42,34,6,0,0,0,34869,5097,4390,8082,517,0,0,24,19,5,0,0,420,10,1
AK,10/31/1994,5,1,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,97,9,0,42,5,0,0,3,0,0,0,0,1146,17,15,6,1,0,0,31860,1631,1409,3173,642,0,0,29,26,3,0,0,885,11,0
AK,11/30/1994,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,7,0,34,0,0,0,1,0,0,0,0,811,25,22,9,1,0,0,46376,2990,2840,7649,804,0,0,42,36,6,0,0,520,12,2
AK,12/31/1994,5,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,80,4,0,51,1,0,0,5,0,0,0,0,283,36,29,8,1,0,0,28022,3570,3053,11996,204,0,0,21,12,9,0,0,124,4,0
AK,1/31/1995,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,5,0,56,0,0,0,0,4,0,0,0,78,14,10,3,0,0,0,7417,7417,1071,3510,346,68,278,5,4,1,0,0,30,0,1
AK,2/28/1995,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,102,4,0,14,0,0,0,0,4,0,0,1,88,20,16,7,4,3,1,6072,6072,2023,1392,1068,704,364,8,8,0,0,0,38,2,0
AK,3/31/1995,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,80,3,0,30,0,0,0,0,6,0,0,0,56,6,5,2,1,0,1,6354,6354,878,1063,440,0,440,5,5,0,0,0,21,0,0
AK,4/30/1995,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,4,0,0,0,0,3,0,0,0,59,14,9,6,0,0,0,5871,5871,876,1394,2,2,0,3,3,0,0,0,23,0,0
AK,5/31/1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,1,0,0,0,0,0,0,0,0,42,8,6,2,0,0,0,3772,3772,114,908,226,0,226,5,5,0,0,0,14,0,0
AK,6/30/1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,11,0,0,0,0,0,0,0,0,37,11,11,3,0,0,0,3487,3487,1201,854,79,79,0,2,2,0,0,0,16,1,0
AK,7/31/1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,13,0,0,0,0,0,0,0,0,32,12,9,7,1,1,0,2640,2640,1405,1465,187,187,0,2,2,0,0,0,14,1,0
AK,8/31/1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,10,0,0,0,0,0,0,0,0,28,5,4,1,0,0,0,2367,2367,442,399,0,0,0,1,1,0,0,0,9,0,0
AK,9/30/1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,7,0,0,0,0,0,0,0,0,24,6,3,0,0,0,0,1704,1704,636,618,0,0,0,0,0,0,0,0,0,0,0
AK,10/31/1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,9,0,0,0,0,0,0,0,0,11,3,3,1,0,0,0,669,669,338,100,0,0,0,0,0,0,0,0,4,0,0
AK,11/30/1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,9,0,0,0,0,0,0,0,0,11,5,3,2,0,0,0,2007,2007,350,1448,0,0,0,1,0,1,0,0,2,0,0
AK,12/31/1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,10,0,0,0,0,1,0,0,0,11,6,6,5,0,0,0,1272,1272,546,808,0,0,0,1,1,0,0,0,2,0,0
AK,1/31/1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,16,2,0,0,0,0,0,0,0,14,4,4,3,1,1,0,1668,1668,551,955,284,284,0,1,1,0,0,0,2,0,0
AK,2/29/1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,5,7,0,0,0,0,0,0,0,11,1,1,0,0,0,0,769,769,8,624,0,0,0,1,1,0,0,0,3,0,0
AK,3/31/1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,4,0,0,0,0,0,0,0,0,8,5,5,5,0,0,0,1326,1326,714,733,1,1,0,1,1,0,0,0,6,1,0
AK,4/30/1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,4,0,0,0,0,2,0,0,0,8,4,4,0,0,0,0,381,381,271,1,0,0,0,1,1,0,0,0,2,0,0
AK,5/31/1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,8,0,0,0,0,0,0,0,0,15,5,5,1,0,0,0,1799,1799,914,260,0,0,0,1,1,0,0,0,5,0,0
AK,6/30/1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,2,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,270,270,85,0,0,0,0,1,1,0,0,0,4,0,0
AK,7/31/1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,2,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,249,249,0,0,0,0,0,0,0,0,0,0,1,0,0
AK,8/31/1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,2,11,9,0,1,0,1,2426,2426,1728,236,260,0,260,0,0,0,0,0,1,0,0
AK,9/30/1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,6,2,2,0,0,0,0,426,426,132,0,0,0,0,0,0,0,0,0,1,0,0
AK,10/31/1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,4,0,0,0,0,0,0,0,0,21,6,6,2,0,0,0,2004,2004,1023,460,0,0,0,2,2,0,0,0,6,0,0
AK,11/30/1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,3,0,0,0,0,0,0,0,0,16,0,0,0,1,1,0,3128,3128,0,2402,278,202,76,1,1,0,0,0,7,0,0
AK,12/31/1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,11,0,0,0,0,0,0,0,0,5,1,1,1,0,0,0,225,225,142,142,0,0,0,0,0,0,0,0,3,0,0
AK,3/31/1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1715,1715,0,1,0,0,0,2,2,0,0,0,1,0,0
AL,10/31/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,12/31/1991,17433,16495,115,823,0,462,283,278,4,1,0,17,76,69,1,6,0,5,63190,4406,923,1472,1079,117,7,75,293,32,0,24,38162,52726,51481,1251,1879,970,115,6204227,6204227,6110242,160856,202807,130575,16570,13141,12776,365,257,41,1,0,0
AL,1/31/1992,5879,5115,265,499,0,152,73,68,4,1,0,12,56,52,1,3,0,4,66321,4264,457,1895,1139,156,1,94,243,52,4,32,57483,66893,65523,1648,2574,1237,240,7808862,7808862,7701541,212000,279543,166469,34649,5118,4981,137,103,44,12,0,0
AL,2/29/1992,4153,3467,320,366,0,120,57,50,6,1,0,9,24,20,3,1,0,5,62362,8547,346,1817,998,283,0,99,166,88,0,24,55577,61695,60472,1552,1993,959,94,7209200,7209200,7112374,198803,211476,126965,13485,3490,3402,88,67,23,149,3,0
AL,3/31/1992,4113,3290,392,431,0,143,73,58,12,3,0,10,21,18,1,2,0,10,73391,9410,388,2082,1081,253,2,116,334,86,0,38,63428,68346,67010,1922,2039,921,186,7980580,7980580,7877747,245106,216130,121459,26886,3139,3052,87,53,56,386,9,2
AL,4/30/1992,3991,3223,429,339,0,133,64,53,11,0,0,8,42,40,1,1,0,3,70254,10760,281,2103,1033,243,2,103,476,99,0,39,69124,73575,72221,1951,2314,907,365,8625097,8625097,8518246,250131,244855,116432,53635,2980,2886,94,70,47,467,11,1
AL,5/31/1992,4117,3250,551,316,0,100,58,46,12,0,0,5,53,49,2,2,0,3,60230,9714,286,1723,822,250,4,112,512,107,0,45,56900,61061,59625,1724,2569,933,561,7132697,7132697,7019934,221953,288067,122067,82242,3037,2970,67,49,58,3858,50,2
AL,6/30/1992,4123,3251,543,329,0,120,61,42,15,4,0,15,45,39,5,1,0,4,56174,10209,294,1842,817,223,0,134,614,134,0,69,46203,50767,49685,1584,2391,825,596,5830961,5830961,5748962,202565,276226,107953,86812,2907,2836,71,55,47,1920,24,8
AL,7/31/1992,4932,3775,669,488,0,160,63,54,8,1,0,4,61,54,6,1,0,14,52288,9510,953,1740,861,252,10,133,662,189,1,80,51888,56568,55604,1677,2856,1048,759,6472102,6472102,6402508,212387,342339,138583,111092,3247,3147,100,63,51,1561,17,9
AL,8/31/1992,4717,3551,658,508,0,147,45,37,8,0,0,7,67,63,4,0,0,5,51889,8108,321,1671,755,210,3,97,787,185,0,67,46051,49684,48880,1606,2523,801,784,5736717,5736717,5678981,204051,308451,107609,113456,3330,3231,99,37,62,1146,17,9
AL,9/30/1992,5547,4104,1039,404,0,168,31,18,13,0,0,12,80,69,9,2,0,8,56941,8184,371,1760,702,253,0,120,979,2220,0,102,53784,57026,55944,1616,2832,812,1022,6593062,6593062,6514066,205441,351326,107504,148149,3565,3466,99,38,78,1304,25,18
AL,10/31/1992,5116,3724,998,394,0,172,66,30,35,1,0,3,82,71,9,2,0,7,48590,7692,341,1757,568,227,0,119,952,220,0,74,48217,50571,49331,1735,2469,661,1006,5998600,5997454,5909300,222078,309348,87878,147363,2999,2916,83,26,63,1275,21,12
AL,11/30/1992,5003,3525,1073,405,0,127,72,39,32,1,0,4,90,78,11,1,0,9,49850,6894,300,1575,621,205,0,93,1021,186,8,77,45245,47932,46581,1308,2369,657,961,5768012,5765515,5667280,170976,294161,88422,140032,2832,2755,77,37,63,2410,37,35
AL,12/31/1992,7276,5035,1830,411,0,152,64,45,19,0,0,7,107,88,17,2,0,9,55560,7532,225,1560,671,265,0,90,1297,251,0,104,52378,56257,54386,1561,3100,786,1360,6644145,6639655,6506229,201691,391936,104209,200984,4196,4113,83,51,97,2739,31,43
AL,1/31/1993,9422,6716,2298,408,0,192,67,52,12,3,0,7,123,106,16,1,0,5,51264,6679,350,1459,514,238,0,74,1149,236,0,84,46742,50285,48457,1349,2507,580,1174,5828608,5824479,5697968,175086,319269,77469,173541,6387,6276,111,51,95,1559,17,34
AL,2/28/1993,5809,3956,1434,419,0,171,55,44,11,0,0,4,103,87,14,2,0,7,45248,5740,328,1400,523,178,0,51,1138,205,3,71,42696,45743,43952,1302,2345,555,1174,5384435,5379590,5254550,164177,305935,73077,175235,3766,3654,112,44,89,1330,17,41
AL,3/31/1993,6328,3926,1900,502,0,217,64,45,18,1,0,7,146,128,18,0,0,19,55300,6605,342,1668,650,201,0,93,1498,310,0,105,49009,52305,50143,1495,2824,704,1477,6197815,6193613,6039346,194785,372810,93899,221897,4060,3943,117,53,143,1636,21,39
AL,4/30/1993,5294,3260,1611,423,0,135,53,40,13,0,0,3,120,103,17,0,0,4,47885,5600,295,1659,650,196,1,82,1403,280,0,108,47205,49851,47962,1666,2807,741,1500,5939528,5935431,5800817,222182,377615,100574,228230,3210,3098,112,50,110,1609,17,42
AL,5/31/1993,4754,2987,1375,392,0,153,52,33,19,0,0,5,97,84,13,0,0,8,44845,4631,258,1586,675,157,0,61,1389,273,0,96,42264,44852,43217,1524,2666,725,1422,5345441,5343696,5227632,204313,360458,99550,215316,2900,2817,83,35,86,1590,22,34
AL,6/30/1993,6487,3863,2200,424,0,175,78,43,33,2,0,8,100,75,23,2,0,16,55921,5343,257,1809,845,181,3,92,1614,389,0,115,49874,53462,51912,1724,3102,868,1595,6363845,6358639,6250574,232182,418646,120053,242604,3502,3406,96,57,76,1815,38,53
AL,7/31/1993,8610,5257,2809,544,0,153,70,42,27,1,0,7,114,80,32,2,0,9,53449,4877,293,1703,663,160,0,78,1380,342,2,112,51589,54927,53526,1641,2879,777,1495,6606632,6600693,6498006,227129,389457,108522,227546,5063,4962,101,52,98,1860,27,46
AL,8/31/1993,5582,3598,1535,449,0,183,48,34,14,0,0,3,110,80,28,2,0,11,56177,4973,204,1744,681,134,2,92,1350,387,4,93,48895,52090,50753,1610,2573,701,1301,6344832,6341052,6243735,219200,347292,98187,198449,3427,3318,109,42,77,1740,26,57
AL,9/30/1993,5216,3400,1443,373,0,155,33,23,9,1,0,4,78,66,10,2,0,14,50886,4877,191,1712,573,115,6,70,1169,310,1,95,49341,52550,51022,1579,2374,661,1240,6417190,6414095,6303872,215035,318866,90860,190566,3329,3229,100,28,73,1872,30,57
AL,10/31/1993,1949,362,1355,232,0,103,18,2,15,1,0,1,25,8,17,0,0,9,41333,3883,150,1427,432,58,1,40,847,275,0,98,40583,43061,41574,1405,1765,483,936,5264026,5260517,5152253,195209,237087,64404,143413,1256,1189,67,10,32,1581,25,45
AL,11/30/1993,1982,256,1482,244,0,44,22,4,18,0,0,1,18,5,13,0,0,6,37287,3127,211,1201,392,64,0,19,728,209,2,91,34635,41929,40479,1296,1554,437,869,5138180,5136014,5027856,178752,214733,58498,133918,2667,2616,51,21,41,2393,25,46
AL,12/31/1993,5708,2875,2480,353,0,126,48,26,21,1,0,4,47,28,19,0,0,8,38262,4242,302,1265,377,106,0,31,612,269,4,71,37168,40720,39084,1180,1411,428,697,4941336,4938469,4818787,160661,186052,53762,106998,3384,3292,92,36,46,4126,44,72
AL,1/31/1994,7039,2896,3803,340,0,116,49,27,22,0,0,2,93,55,38,0,0,7,32756,3134,234,894,292,60,0,12,515,205,0,55,29608,31954,30559,870,1057,275,508,3781626,3779812,3680895,119836,132693,33173,76181,2941,2865,76,20,55,3534,29,60
AL,2/28/1994,2222,992,1047,183,0,83,18,9,9,0,0,1,24,15,9,0,0,2,19389,2121,194,548,205,49,0,9,352,129,1,43,18503,20014,19026,530,814,229,390,2390080,2387886,2314088,71816,107289,29768,61249,1463,1413,50,16,36,2196,21,47
AL,3/31/1994,1195,15,1090,90,0,33,9,0,9,0,0,1,12,0,12,0,0,4,11199,1368,61,360,129,23,0,13,199,62,0,9,10781,11601,10799,353,463,146,213,1306093,1303736,1247460,47320,57530,18131,31825,88,69,19,0,2,2203,23,41
AL,4/30/1994,770,3,717,50,0,13,4,0,4,0,0,0,6,0,6,0,0,0,3878,385,20,126,59,8,0,1,46,20,0,1,3532,3860,3537,124,153,59,48,393041,391458,370777,15034,17501,5864,6865,37,33,4,0,0,387,5,9
AL,5/31/1994,72,1,56,15,0,0,0,0,0,0,0,0,1,1,0,0,0,0,765,112,15,26,10,1,0,0,15,10,0,0,778,833,769,25,30,10,10,87785,86730,82086,2804,3251,893,1315,12,11,1,0,1,73,1,3
AL,6/30/1994,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,29,0,0,0,0,0,0,0,3,0,0,26,30,28,1,0,0,0,3682,3621,3466,59,0,0,0,0,0,0,0,0,3,0,0
AL,7/31/1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19,10,7,3,0,0,0,1402,1275,1168,343,0,0,0,2,2,0,0,0,6,0,0
AL,8/31/1994,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,29,178,174,0,0,0,0,27305,27015,26582,0,0,0,0,17,17,0,0,0,10,0,0
AL,9/30/1994,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,19,18,0,0,0,0,3405,3245,3243,0,0,0,0,1,1,0,0,0,4,0,0
AL,10/31/1994,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,10,40,39,0,1,1,0,3768,3768,3752,0,156,156,0,2,2,0,0,0,2,0,0
AL,11/30/1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,9,18,18,0,0,0,0,4312,2975,2975,74,0,0,0,1,1,0,0,0,2,0,0
AL,12/31/1994,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,8,2,2,0,0,0,0,1272,1122,1122,0,150,0,150,0,0,0,0,0,1,0,0
AL,1/31/1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,121,121,31,0,0,0,0,0,0,0,0,0,0,0,0
AL,2/28/1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,370,370,370,0,0,0,0,0,0,0,0,0,0,0,0
AL,3/31/1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,78,78,78,0,0,0,0,1,1,0,0,0,0,0,0
AL,4/30/1995,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,5/31/1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,7/31/1995,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,130,130,130,0,0,0,0,0,0,0,0,0,0,0,0
