st,rptdate,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c15,c16,c17,c18,c19,c21,c22,c23,c24,c25,c27,c29,c30,c31,c32,c33,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51,c52,c53,c54,c55,c56,c57,c58,c59,c60,c61,c62,c63,c64,c65,c66,c67,c68,c69,c70,c71,c72,c73,c74,c75,c76,c77,c78,c79,c80,c81,c82,c83,c84,c85,c86,c87,c88,c89,c90,c91,c92,c93,c94,c95,c96,c97,c98,c99
AK,7/31/2013,1742,12,568,21,0,15,8,0,4,0,0,18637,340,5035,0,0,187,16,159,0,0,137,8,67,25295,24022,552,349,203,5152782,4892823,161944,93908,68036,0,0,0,2277,26,15,424,5,2,0,0,0,8417,7989,172,126,46,1729479,1645571,47058,33512,13546,0,0,0,591,8,1,4947,4703,68,43,25,908785,861033,19126,10770,8356,0,0,0,554,5,6,1281,1171,26,18,8,261767,236034,7050,4050,3000,0,0,0,320,4,0
AK,8/31/2013,1318,15,471,10,1,12,16,1,3,0,0,15967,335,4480,0,0,137,12,158,0,0,140,9,50,19144,18204,505,335,170,3704428,3506068,140803,87274,53529,0,0,0,1577,21,11,422,2,1,0,0,0,6540,6179,148,94,54,1264828,1196129,39749,23981,15768,0,0,0,512,7,2,3778,3634,68,52,16,669786,640424,17439,12549,4890,0,0,0,430,2,2,535,488,17,10,7,108696,93677,5256,2847,2409,0,0,0,79,3,1
AK,9/30/2013,1154,13,539,10,0,14,14,0,4,0,0,17987,273,5189,0,0,155,17,173,0,0,158,7,46,17692,16837,380,246,134,3314628,3137804,99724,60261,39463,0,0,0,1484,18,9,674,13,1,0,0,0,6181,5859,121,72,49,1142800,1083397,31144,16973,14171,0,0,0,449,8,4,3147,3001,65,51,14,546658,518710,15490,12121,3369,0,0,0,416,4,1,462,432,7,1,6,96245,84770,1290,260,1030,0,0,0,73,0,1
AK,10/31/2013,1064,22,514,12,0,16,18,0,3,0,0,14772,244,4624,0,0,172,16,139,0,0,138,10,36,20853,19802,521,329,192,4042503,3824173,140125,79774,60351,0,0,0,1506,12,12,708,10,1,0,0,0,7756,7337,149,94,55,1474631,1394852,40323,23211,17112,0,0,0,484,2,3,1920,1790,47,37,10,343031,313067,11037,8197,2840,0,0,0,354,4,3,609,589,3,3,0,121668,111818,315,315,0,0,0,0,82,0,0
AK,11/30/2013,1061,13,420,8,2,15,15,0,0,0,0,15295,290,4451,0,0,142,18,168,0,0,145,12,15,18037,17225,459,299,160,3774268,3576590,131886,75375,56511,0,0,0,1372,21,8,498,3,2,0,0,0,6699,6368,134,96,38,1381592,1313851,39974,26967,13007,0,0,0,483,8,4,802,752,18,15,3,149383,133159,5008,2924,2084,0,0,0,145,3,0,555,529,0,0,0,116069,106532,996,0,996,0,0,0,83,0,0
AK,12/31/2013,2134,6,690,22,0,21,16,0,7,0,0,21304,289,5812,0,0,227,8,168,0,0,190,8,28,24566,23524,552,353,199,5404744,5135906,170778,99619,71159,0,0,0,1791,23,7,404,3,1,0,0,0,9026,8628,180,123,57,1961189,1875885,54974,34587,20387,0,0,0,654,7,0,2441,2347,31,22,9,538518,486912,9997,6459,3538,0,0,0,139,1,0,569,527,0,0,0,126202,115371,0,0,0,0,0,0,87,0,0
AK,1/31/2014,16,3,5,0,0,0,0,0,0,0,0,2269,95,579,0,0,18,5,18,0,0,25,7,7,3353,3168,84,45,39,769470,711054,25785,12845,12940,0,0,0,184,0,1,21,0,0,0,0,0,1073,1011,29,15,14,241892,224028,8878,4281,4597,0,0,0,65,0,1,764,724,12,6,6,177037,166053,3573,1987,1586,0,0,0,14,0,0,83,77,0,0,0,17976,14877,0,0,0,0,0,0,9,0,0
AK,2/28/2014,11,1,1,0,0,0,0,0,0,0,0,4,25,0,0,0,0,4,0,0,0,0,0,0,99,87,2,2,0,17160,9013,788,788,0,0,0,0,0,0,0,0,0,0,0,0,0,34,32,0,0,0,6662,4273,0,0,0,0,0,0,0,0,0,27,22,2,2,0,4496,3137,788,788,0,0,0,0,0,0,0,7,4,0,0,0,1371,0,0,0,0,0,0,0,0,0,0
AK,3/31/2014,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,6,0,0,0,0,0,0,51,50,1,0,1,7000,1655,394,0,394,0,0,0,0,0,0,1,0,0,0,0,0,15,14,0,0,0,2402,538,0,0,0,0,0,0,0,0,0,8,8,1,0,1,1513,177,394,0,394,0,0,0,0,0,0,8,8,0,0,0,744,160,0,0,0,0,0,0,0,0,0
AK,4/30/2014,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,4,0,0,0,0,0,0,82,72,1,1,0,13717,2298,166,166,0,0,0,0,1,0,0,0,0,0,0,0,0,25,20,0,0,0,5677,640,0,0,0,0,0,0,0,0,0,20,17,0,0,0,3523,737,0,0,0,0,0,0,0,0,0,12,11,1,1,0,1836,740,166,166,0,0,0,0,1,0,0
AK,5/31/2014,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,5212,162,126,0,126,0,0,0,0,0,0,0,0,0,0,0,0,23,23,0,0,0,2065,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,1390,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,349,0,126,0,126,0,0,0,0,0,0
AK,6/30/2014,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,42,0,0,0,6109,942,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,10,0,0,0,1946,304,0,0,0,0,0,0,0,0,0,13,12,0,0,0,1092,444,0,0,0,0,0,0,1,0,0,7,6,0,0,0,1202,68,0,0,0,0,0,0,0,0,0
AK,7/31/2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,64,0,0,0,7342,907,74,74,0,0,0,0,0,0,0,0,0,0,0,0,0,22,21,0,0,0,2117,582,53,53,0,0,0,0,0,0,0,5,5,0,0,0,945,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0
AK,8/31/2014,0,1,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,73,68,0,0,0,8375,1850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,27,0,0,0,1908,464,0,0,0,0,0,0,0,0,0,20,20,0,0,0,3240,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,928,0,0,0,0,0,0,0,0,0,0
AK,9/30/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,0,0,3552,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,670,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,1454,137,0,0,0,0,0,0,0,0,0,1,1,0,0,0,370,215,0,0,0,0,0,0,0,0,0
AK,10/31/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,1744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,343,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,732,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,134,0,0,0,0,0,0,0,0,0,0
AK,11/30/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,48,0,0,0,7441,2878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,550,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,1096,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,965,502,0,0,0,0,0,0,0,0,0
AK,12/31/2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,31,0,0,0,6170,440,188,188,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,77,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,1833,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,2719,338,0,0,0,0,0,0,0,0,0
AK,1/31/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,47,0,0,0,4706,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,0,0,0,711,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,1996,116,0,0,0,0,0,0,0,0,0,7,6,0,0,0,564,58,0,0,0,0,0,0,0,0,0
AK,2/28/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,3/31/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,162,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,4/30/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,2146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,212,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,1294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,5/31/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,0,0,0,2591,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,873,117,0,0,0,0,0,0,0,0,0,5,5,0,0,0,1028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,6/30/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,7/31/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,1348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,594,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,396,0,0,0,0,0,0,0,0,0,0
AK,8/31/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0,0,0,1989,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,716,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,851,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,9/30/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,2562,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1402,370,0,0,0,0,0,0,0,0,0,1,1,0,0,0,576,0,0,0,0,0,0,0,0,0,0
AK,10/31/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,555,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,11/30/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,3453,954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,431,66,0,0,0,0,0,0,0,0,0,5,5,0,0,0,1819,666,0,0,0,0,0,0,0,0,0,5,5,0,0,0,590,222,0,0,0,0,0,0,0,0,0
AK,12/31/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,0,0,0,1303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,22,0,0,0,0,0,0,0,0,0,0,13,3,0,0,0,1188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,1/31/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,2/29/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,962,0,135,0,135,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,98,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,254,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,394,0,0,0,0,0,0,0,0,0,0
AK,3/31/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,4/30/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,0,0,0,5890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,1021,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,4206,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,611,0,0,0,0,0,0,0,0,0,0
AK,5/31/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,6/30/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,7/31/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,8/31/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,9/30/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,10/31/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,11/30/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,273,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,12/31/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0
AK,1/31/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,2050,740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,159,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,1659,740,0,0,0,0,0,0,0,0,0,1,1,0,0,0,15,0,0,0,0,0,0,0,0,0,0
AK,2/28/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,518,0,0,0,0,0,0,0,0,0,0
AK,3/31/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,4/30/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,5/31/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,355,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,122,0,0,0,0,0,0,0,0,0,0
AK,6/30/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,7/31/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,57,0,0,0,0,0,0,0,0,0,0
AK,8/31/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,9/30/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,10/31/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,684,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,11/30/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,12/31/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,1/31/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,2/28/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,3/31/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,4/30/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,122,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,5/31/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,6/30/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,7/31/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,8/31/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,9/30/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,200,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,666,0,0,0,0,0,0,0,0,0,0
AK,10/31/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,11/30/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,12/31/2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,1/31/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
